"Student Counts by School and Grade"
"All Districts, All Schools"
"Trend"

"",,,,"Grade",,,,,,,,,,,,,,
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,0,0,0,0,0,1861,1874,1973,2006,0,0,0,0,7714
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""",0,0,0,0,0,0,0,0,0,0,9,18,10,17,54
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",0,0,0,0,0,0,0,0,0,0,2361,2105,1928,1823,8217
"Learn","=""2450014""","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""",653,297,185,116,55,0,0,0,0,0,0,0,0,0,1306
"Learn","=""2450014""","LEARN Haynes Elementary Intensive Program","=""2451114""","*","*",9,8,9,"*","*",0,0,0,0,0,0,0,38
"Learn","=""2450014""","Learn Haynes Elementary Intensive Program","=""2451114""","*","*",9,8,9,"*","*",0,0,0,0,0,0,0,38
"Learn","=""2450014""","Learn Special Education","=""2459014""","*",6,"*",16,24,30,24,24,19,21,9,9,8,19,215
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",653,297,185,116,55,0,0,0,0,0,0,0,0,0,1306
"Learn","=""2450014""","The Friendship School","=""2450214""",3538,1521,0,0,0,0,0,0,0,0,0,0,0,0,5059
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""",0,"*","*","*","*","*",6,"*",0,0,0,0,0,0,20
"Learn","=""2450014""","Learn SAILS Program at Salem","=""2451014""",0,"*","*","*","*","*",6,"*",0,0,0,0,0,0,20
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,920,940,900,911,856,803,0,0,0,0,0,0,0,5330
"Learn","=""2450014""","LEARN ABA Program at Center School","=""2451214""",0,0,0,0,0,0,"*","*","*","*","*","*",0,0,15
"Learn","=""2450014""","Learn ABA Program at Center School","=""2451214""",0,0,0,0,0,0,"*","*","*","*","*","*",0,0,15
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,0,0,0,0,0,327,289,269,0,0,0,0,885
"Learn","=""2450014""","LEARN Kelly Middle School Intensive Program","=""2450914""",0,0,0,0,0,0,0,"*","*","*",0,0,0,0,8
"Learn","=""2450014""","LEARN Ledyard RICHES Program","=""2450714""",0,0,0,0,0,0,0,"*","*","*",0,0,"*","*",8
"Learn","=""2450014""","LEARN SAILS Middle School Program","=""2450814""",0,0,0,0,0,0,0,"*","*","*",0,0,0,0,15
"Learn","=""2450014""","Learn Ledyard RICHES Program","=""2450714""",0,0,0,0,0,0,0,"*","*","*",0,0,"*","*",8
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""",0,0,0,0,0,0,0,"*","*","*",0,0,0,0,15
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",0,0,0,0,0,0,0,0,0,0,820,694,515,371,2400
"Learn","=""2450014""","LEARN High School ABA at MS","=""2450614""",0,0,0,0,0,0,0,0,0,0,"*","*","*",7,14
"Learn","=""2450014""","Learn High School ABA at MS","=""2450614""",0,0,0,0,0,0,0,0,0,0,"*","*","*",7,14
"Learn","=""2450014""","Learn Pathways Program","=""2450514""",0,0,0,0,0,0,0,0,0,0,"*","*","*","*",9
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",0,0,0,0,0,0,0,0,0,0,473,382,296,204,1355
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",0,0,0,0,0,0,0,0,0,0,0,0,151,138,289
"Learn","=""2450014""","LEARN STS 18-21 Year Old Program","=""2450414""",0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
"Learn","=""2450014""","Learn STS 18-21 Year Old Program","=""2450414""",0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",522,698,749,758,813,851,0,0,0,0,0,0,0,0,4391
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,0,0,0,0,871,891,937,982,0,0,0,0,3681
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,0,0,0,0,0,0,0,0,0,1119,1152,1193,1178,4642
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",37,692,729,712,0,0,0,0,0,0,0,0,0,0,2170
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",551,406,428,411,419,436,423,429,0,0,0,0,0,0,3503
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,555,572,561,574,594,626,639,0,0,0,0,0,0,4121
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,0,0,719,740,772,805,0,0,0,0,0,0,3036
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,0,0,0,0,0,0,0,1908,1941,0,0,0,0,3849
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",0,0,0,0,0,0,0,0,0,0,2306,2262,2387,2289,9244
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",376,377,396,409,447,468,501,543,548,564,0,0,0,0,4629
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,0,0,0,0,0,0,0,0,0,20,37,25,22,104
"Litchfield School District","=""0740011""","Center School","=""0740211""",227,694,702,711,738,0,0,0,0,0,0,0,0,0,3072
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,0,0,0,793,842,844,0,0,0,0,0,0,2479
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,0,0,0,0,0,0,0,718,749,848,841,854,898,4908
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""",0,0,0,0,0,0,0,0,161,174,0,0,0,0,335
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",337,0,0,0,0,0,0,0,0,0,0,0,0,0,337
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",0,185,594,662,715,750,0,0,0,0,0,0,0,0,2906
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",0,1236,731,803,856,932,0,0,0,0,0,0,0,0,4558
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",0,154,546,597,665,709,0,0,0,0,0,0,0,0,2671
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",0,0,0,0,0,0,2575,2731,0,0,0,0,0,0,5306
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",0,0,0,0,0,0,0,0,2870,2989,0,0,0,0,5859
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",0,0,0,0,0,0,0,0,0,0,3112,3057,3083,3078,12330
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",20,241,236,233,236,233,236,0,0,0,0,0,0,0,1435
"Manchester School District","=""0770011""","Bowers School","=""0770111""",60,683,678,671,677,662,668,99,0,0,0,0,0,0,4198
"Manchester School District","=""0770011""","Buckley School","=""0770311""",440,526,536,517,536,519,480,82,0,0,0,0,0,0,3636
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",64,400,395,379,405,392,394,39,0,0,0,0,0,0,2468
"Manchester School District","=""0770011""","Keeney School","=""0770611""",201,514,548,569,588,589,618,33,0,0,0,0,0,0,3660
"Manchester School District","=""0770011""","Manchester Preschool - Site 2","=""0770811""",28,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",1523,0,0,0,0,0,0,0,0,0,0,0,0,0,1523
"Manchester School District","=""0770011""","Robertson School","=""0771011""",96,819,754,635,537,501,439,0,0,0,0,0,0,0,3781
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",42,683,655,634,575,533,487,47,0,0,0,0,0,0,3656
"Manchester School District","=""0770011""","Waddell School","=""0771311""","*",603,609,553,561,530,545,"*",0,0,0,0,0,0,3458
"Manchester School District","=""0770011""","Washington School","=""0771411""",0,586,596,594,556,523,552,46,0,0,0,0,0,0,3453
"Manchester School District","=""0770011""","Martin School","=""0771611""",0,411,454,422,416,408,392,36,0,0,0,0,0,0,2539
"Manchester School District","=""0770011""","Elementary Site 2","=""0771111""",0,0,0,"*",0,0,0,0,0,0,0,0,0,0,"*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",0,0,0,0,0,0,48,3747,0,0,0,0,0,0,3795
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",0,0,0,0,0,0,0,9,4194,4264,0,0,0,0,8467
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",0,0,0,0,0,0,0,0,6,13,30,35,31,32,147
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",0,0,0,0,0,0,0,0,35,71,178,198,185,173,840
"Manchester School District","=""0770011""","New Horizons","=""0770711""",0,0,0,0,0,0,0,0,0,"*",17,20,"*",15,69
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",0,0,0,0,0,0,0,0,0,0,4818,4319,4392,4149,17678
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,0,0,0,0,0,0,0,0,0,0,0,0,86,86
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",288,444,465,485,479,479,0,0,0,0,0,0,0,0,2640
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",262,359,348,358,375,371,0,0,0,0,0,0,0,0,2073
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",258,401,427,451,457,462,0,0,0,0,0,0,0,0,2456
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",0,0,0,0,0,"*","*",1368,1428,1436,0,0,0,0,5595
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",210,756,813,854,895,930,929,896,0,0,0,0,0,0,6283
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",13,975,999,1055,1059,1059,1060,0,0,0,0,0,0,0,6220
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",480,595,627,627,647,657,678,0,0,0,0,0,0,0,4311
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",7,534,1155,1087,1153,1173,1232,0,0,0,0,0,0,0,6341
"Meriden School District","=""0800011""","Hanover School","=""0800311""",533,1139,653,920,919,783,767,0,0,0,0,0,0,0,5714
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",6,933,940,949,968,975,966,0,0,0,0,0,0,0,5737
"Meriden School District","=""0800011""","John Barry School","=""0800511""",207,776,780,795,820,827,856,0,0,0,0,0,0,0,5061
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",751,775,764,749,790,755,758,0,0,0,0,0,0,0,5342
"Meriden School District","=""0800011""","STARS-Meriden School District","=""0800611""",8,9,13,18,16,8,9,0,0,0,0,0,0,0,81
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",9,1036,1102,747,547,577,557,0,0,0,0,0,0,0,4575
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""",0,"*","*",9,10,8,7,0,0,0,0,0,0,0,38
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",0,0,0,0,0,0,0,2420,2460,2573,0,0,0,0,7453
"Meriden School District","=""0800011""","STARS-MS","=""0801511""",0,0,0,0,0,0,0,"*",0,"*",0,0,0,0,6
"Meriden School District","=""0800011""","Steps-Meriden School District","=""0801211""",0,0,0,0,0,0,0,10,11,15,0,0,0,0,36
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",0,0,0,0,0,0,0,2604,2690,2705,0,0,0,0,7999
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",0,0,0,0,0,0,0,0,0,0,3880,2977,2696,2742,12295
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",0,0,0,0,0,0,0,0,0,0,3435,2743,2537,2407,11122
"Meriden School District","=""0800011""","Success Academy","=""0801411""",0,0,0,0,0,0,0,0,0,0,"*","*",13,13,35
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""",0,0,0,0,0,0,0,0,0,0,28,30,13,11,82
"Meriden School District","=""0800011""","Community Classroom Collaborative-Meriden School District","=""0800211""",0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","*",521,519,501,519,521,496,"*",0,0,0,0,0,0,3202
"Middletown School District","=""0830011""","Moody School","=""0831211""","*",556,554,556,555,"*",558,0,0,0,0,0,0,0,3322
"Middletown School District","=""0830011""","Snow School","=""0831111""",955,501,468,456,458,455,449,0,0,0,0,0,0,0,3742
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",0,587,580,579,535,544,553,0,0,0,0,0,0,0,3378
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",0,576,531,527,509,512,487,0,0,0,0,0,0,0,3142
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,397,373,373,387,376,359,0,0,0,0,0,0,0,2265
"Middletown School District","=""0830011""","Spencer School","=""0830111""",0,576,591,564,551,528,527,0,0,0,0,0,0,0,3337
"Middletown School District","=""0830011""","Wesley School","=""0831411""",0,532,533,525,517,528,507,0,0,0,0,0,0,0,3142
"Middletown School District","=""0830011""","DEAL Program","=""0839011""",0,0,"*","*",18,16,16,0,0,0,0,0,0,0,65
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""",0,0,"*","*",0,0,0,0,0,0,0,0,0,0,12
"Middletown School District","=""0830011""","ICM - Wesley","=""0830811""",0,0,"*","*","*","*","*",0,0,0,0,0,0,0,14
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""",0,0,0,"*","*","*","*",0,0,0,0,0,0,0,12
"Middletown School District","=""0830011""","ICM - Macdonough","=""0831011""",0,0,0,0,"*","*","*",0,0,0,0,0,0,0,10
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""",0,0,0,0,"*","*","*",0,0,0,0,0,0,0,14
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""",0,0,0,0,0,22,22,0,0,0,0,0,0,0,44
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",0,0,0,0,0,0,"*","*",0,0,0,0,0,0,3441
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""",0,0,0,0,0,0,0,"*","*",7,0,0,0,0,15
"Middletown School District","=""0830011""","OASIS","=""0830311""",0,0,0,0,0,0,0,"*","*",8,0,0,0,0,10
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",0,0,0,0,0,0,0,"*","*",3509,0,0,0,0,6965
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""",0,0,0,0,0,0,0,0,0,0,"*","*",14,22,45
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""",0,0,0,0,0,0,0,0,0,0,9,"*",8,"*",23
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",0,0,0,0,0,0,0,0,0,0,"*","*",12,6,25
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""",0,0,0,0,0,0,0,0,0,0,"*","*","*",0,"*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",0,0,0,0,0,0,0,0,0,0,3688,3121,3144,2914,12867
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",0,0,0,0,0,0,0,0,0,0,"*","*",8,104,116
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""",0,0,0,0,0,0,0,0,0,0,"*",8,9,"*",28
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",71,208,253,255,690,723,755,0,0,0,0,0,0,0,2955
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",128,912,942,947,313,313,325,0,0,0,0,0,0,0,3880
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",98,736,769,801,253,263,277,0,0,0,0,0,0,0,3197
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",1041,764,706,751,345,366,356,0,0,0,0,0,0,0,4329
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",181,301,301,287,889,897,926,0,0,0,0,0,0,0,3782
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",35,429,168,181,839,850,870,0,0,0,0,0,0,0,3372
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",151,157,149,167,142,169,166,0,0,0,0,0,0,0,1101
"Milford School District","=""0840011""","Mathewson School","=""0841711""",0,777,1094,1122,438,438,420,0,0,0,0,0,0,0,4289
"Milford School District","=""0840011""","Meadowside School","=""0840711""",0,303,300,275,981,1037,1046,0,0,0,0,0,0,0,3942
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",0,0,0,0,0,0,0,1636,1727,1800,0,0,0,0,5163
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",0,0,0,0,0,0,0,1886,1894,1920,0,0,0,0,5700
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",0,0,0,0,0,0,0,1727,1773,1791,0,0,0,0,5291
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",0,0,0,0,0,0,0,0,0,0,2555,2448,2376,2472,9851
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",0,0,0,0,0,0,0,0,0,0,2434,2468,2433,2467,9802
"Milford School District","=""0840011""","The Academy","=""0840311""",0,0,0,0,0,0,0,0,0,0,19,25,25,43,111
"Milford School District","=""0840011""","The Academy","=""0846411""",0,0,0,0,0,0,0,0,0,0,19,25,25,43,111
"Milford School District","=""0840011""","Fifth Year Vocational Experience","=""0840411""",0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
