"Student Counts by School and Year"
"All Districts, All Schools"
"Trend"

"District","District Code","School","School Code","Count"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",586
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",573
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",554
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",539
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",524
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",503
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",467
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",453
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",445
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",424
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",152
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",155
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",160
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",163
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",165
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",169
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",180
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",180
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",186
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",200
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",581
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",615
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",683
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",726
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",755
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",778
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",801
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",807
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",768
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",720
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",878
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",875
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",886
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",872
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",874
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",828
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",805
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",801
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",784
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",780
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",461
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",491
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",544
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",596
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",618
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",635
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",646
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",628
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",636
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",624
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",529
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",524
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",511
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",539
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",521
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",500
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",542
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",566
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",551
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",546
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",589
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",618
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",591
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",583
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",569
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",573
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",535
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",513
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",505
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",484
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",530
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",520
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",514
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",535
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",546
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",557
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",567
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",568
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",573
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",570
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",696
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",727
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",781
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",794
