"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Y",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Y",20,20,100.0,20,0,0.0,"*","*","*","*",7,35.0,"*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","N",56,56,100.0,56,0,0.0,0,0.0,0,0.0,"*","*","*","*",56,100.0
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","N",50,49,98.0,49,0,0.0,"*","*",0,0.0,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","N",69,69,100.0,69,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","N",72,72,100.0,72,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Y",79,78,98.7,78,15,19.2,"*","*",18,23.1,32,41.0,"*","*","*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","N",109,108,99.1,108,0,0.0,"*","*",10,9.3,55,50.9,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Y",55,54,98.2,54,"*","*",12,22.2,20,37.0,"*","*",8,14.8,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",90,90,100.0,90,"*","*",8,8.9,29,32.2,"*","*",18,20.0,"*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Y",126,124,98.4,124,"*","*","*","*",33,26.6,52,41.9,8,6.5,60,48.4
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","N",132,132,100.0,132,"*","*","*","*",20,15.2,73,55.3,31,23.5,104,78.8
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Y",54,54,100.0,54,"*","*",11,20.4,11,20.4,20,37.0,"*","*","*","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","N",94,94,100.0,94,"*","*",7,7.4,10,10.6,57,60.6,"*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Y",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","N",24,24,100.0,24,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Y",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Y",23,23,100.0,23,"*","*","*","*","*","*",6,26.1,"*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","N",29,29,100.0,29,0,0.0,"*","*","*","*",20,69.0,"*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Y",24,23,95.8,23,"*","*",0,0.0,"*","*","*","*",0,0.0,"*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Y",107,92,86.0,92,"*","*",21,22.8,36,39.1,13,14.1,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",145,143,98.6,143,"*","*","*","*",50,35.0,30,21.0,54,37.8,84,58.7
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","N",23,23,100.0,23,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Y",83,82,98.8,82,"*","*","*","*",18,22.0,40,48.8,"*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","N",51,51,100.0,51,"*","*","*","*",6,11.8,23,45.1,"*","*","*","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Y",50,50,100.0,50,10,20.0,14,28.0,"*","*",12,24.0,"*","*","*","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","N",244,243,99.6,243,0,0.0,"*","*",33,13.6,140,57.6,"*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Y",56,56,100.0,56,"*","*",6,10.7,9,16.1,29,51.8,"*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","N",232,232,100.0,232,"*","*",9,3.9,21,9.1,154,66.4,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Y",48,48,100.0,48,"*","*","*","*",18,37.5,8,16.7,10,20.8,18,37.5
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",241,241,100.0,241,0,0.0,"*","*","*","*",71,29.5,123,51.0,194,80.5
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Y",22,22,100.0,22,"*","*","*","*",7,31.8,6,27.3,0,0.0,6,27.3
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","N",52,52,100.0,52,0,0.0,"*","*","*","*",32,61.5,12,23.1,44,84.6
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Y",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","N",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Y",185,165,89.2,163,48,29.4,35,21.5,60,36.8,14,8.6,6,3.7,20,12.3
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","N",216,216,100.0,215,7,3.3,19,8.8,82,38.1,45,20.9,62,28.8,107,49.8
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Y",210,207,98.6,207,60,29.0,"*","*",47,22.7,56,27.1,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","N",201,199,99.0,199,12,6.0,"*","*",38,19.1,111,55.8,"*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Y",36,36,100.0,36,10,27.8,"*","*","*","*",10,27.8,"*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","N",21,21,100.0,21,0,0.0,"*","*","*","*",7,33.3,"*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Y",28,27,96.4,27,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Y",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","N",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","N",41,41,100.0,41,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","N",38,38,100.0,38,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Y",37,37,100.0,37,"*","*","*","*","*","*",9,24.3,0,0.0,9,24.3
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","N",24,24,100.0,24,"*","*","*","*","*","*",12,50.0,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","Y",118,104,88.1,99,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Y",91,90,98.9,90,"*","*",27,30.0,27,30.0,14,15.6,"*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N",59,59,100.0,59,"*","*",14,23.7,15,25.4,21,35.6,"*","*","*","*"
"Hartford School District","=""0640011""","Clark School","=""0642411""","Y",50,49,98.0,49,17,34.7,16,32.7,9,18.4,7,14.3,0,0.0,7,14.3
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Y",119,118,99.2,118,36,30.5,28,23.7,30,25.4,"*","*","*","*",24,20.3
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N",101,101,100.0,101,17,16.8,"*","*",31,30.7,30,29.7,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Y",56,44,78.6,44,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Y",10,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Y",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Y",81,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
