"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","N",73,73,100.0,73,0,0.0,"*","*","*","*",32,43.8,32,43.8,64,87.7
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","N",42,42,100.0,42,"*","*","*","*","*","*",18,42.9,16,38.1,34,81.0
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","N",86,85,98.8,85,0,0.0,"*","*","*","*",30,35.3,52,61.2,82,96.5
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","N",471,471,100.0,470,11,2.3,11,2.3,28,6.0,224,47.7,196,41.7,420,89.4
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N",150,148,98.7,148,"*","*","*","*",16,10.8,38,25.7,90,60.8,128,86.5
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","N",142,141,99.3,141,"*","*","*","*",16,11.3,80,56.7,38,27.0,118,83.7
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","N",54,54,100.0,54,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","N",55,55,100.0,55,"*","*","*","*","*","*",19,34.5,31,56.4,50,90.9
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","N",167,167,100.0,167,"*","*","*","*",19,11.4,95,56.9,40,24.0,135,80.8
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","N",66,66,100.0,66,"*","*","*","*",12,18.2,31,47.0,17,25.8,48,72.7
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","N",249,249,100.0,249,7,2.8,0,0.0,11,4.4,130,52.2,101,40.6,231,92.8
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","N",72,72,100.0,72,"*","*","*","*","*","*",37,51.4,27,37.5,64,88.9
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","F",68,68,100.0,68,9,13.2,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",512,509,99.4,509,"*","*","*","*",81,15.9,119,23.4,289,56.8,408,80.2
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","R",20,20,100.0,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","F",27,27,100.0,27,"*","*","*","*","*","*",9,33.3,"*","*","*","*"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","N","*","*","*","*","*","*","*","*",7,30.4,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","N",35,35,100.0,35,"*","*","*","*","*","*",15,42.9,12,34.3,27,77.1
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","N",70,70,100.0,70,0,0.0,"*","*","*","*",29,41.4,33,47.1,62,88.6
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","N",33,32,97.0,32,0,0.0,0,0.0,"*","*",19,59.4,"*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","N",82,82,100.0,82,0,0.0,"*","*","*","*",36,43.9,38,46.3,74,90.2
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","F",43,43,100.0,43,8,18.6,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","N",126,125,99.2,125,"*","*","*","*",13,10.4,60,48.0,39,31.2,99,79.2
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","R",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","F","*","*","*","*",6,13.3,12,26.7,"*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",95,95,100.0,95,"*","*","*","*",31,32.6,33,34.7,18,18.9,51,53.7
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","F",97,96,99.0,96,10,10.4,10,10.4,26,27.1,"*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","N",145,145,100.0,145,"*","*","*","*","*","*",76,52.4,31,21.4,107,73.8
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","R",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","F",37,37,100.0,37,8,21.6,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","N",99,99,100.0,99,"*","*","*","*",11,11.1,58,58.6,19,19.2,77,77.8
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","F",34,34,100.0,34,"*","*",6,17.6,"*","*",14,41.2,"*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","N",27,27,100.0,27,0,0.0,"*","*","*","*",13,48.1,10,37.0,23,85.2
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","F",39,39,100.0,39,"*","*",9,23.1,6,15.4,13,33.3,"*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","N",33,33,100.0,33,"*","*","*","*","*","*",21,63.6,"*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","F",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","F",73,60,82.2,60,9,15.0,17,28.3,22,36.7,"*","*","*","*",12,20.0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",154,151,98.1,151,"*","*","*","*",52,34.4,30,19.9,54,35.8,84,55.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","R",25,24,96.0,24,"*","*","*","*",12,50.0,"*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
