"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,="Green's Farms School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.7,12.1,11.0,11.0,11.0
,="King's Highway Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,10.2,9.6,9.7,207.3
,="Long Lots School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.6,11.4,10.9,10.9,10.9
,="Saugatuck Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.4,11.0,10.8,10.2,10.6
,="Staples High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",59.5,57.3,55.0,55.0,54.2
="Wethersfield School District",="Alfred W. Hanmer School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.7,8.0,8.4,8.3,.
,"Charles Wright School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",9.3,7.8,7.7,8.4,7.8
,="Emerson-Williams School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.6,8.9,9.3,9.3,10.9
,="Highcrest School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.3,9.6,10.0,9.2,.
,"Samuel B. Webb Elementary School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",11.5,12.7,10.5,11.9,11.3
,="Silas Deane Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.8,14.4,15.5,15.6,16.1
,="Wethersfield High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",43.9,35.1,40.7,41.5,.
"Willington School District","Center School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",7.3,7.0,7.1,7.1,7.1
,="Hall Memorial School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.9,9.5,8.7,8.7,8.7
="Wilton School District",="Middlebrook School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.4,17.3,17.3,23.2,23.2
,="Cider Mill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.3,13.2,13.1,18.1,17.8
,="Miller-Driscoll School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.9,12.0,11.9,16.2,18.4
,="Wilton High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",36.3,36.4,34.6,42.0,44.5
="Winchester School District",="Batcheller Early Education Center",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0,6.3,6.3,6.3,6.3
,="Mary P. Hinsdale School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,8.3,8.3,8.3,8.3
,="Pearson Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,7.3,8.3,9.3,8.3
="Windham School District",="Natchaug School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.6,10.6,11.4,6.0,6.6
,="North Windham School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.8,11.8,10.4,13.4,18.4
,="W. B. Sweeney School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.9,12.1,11.9,10.6,10.4
,="Windham Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3,8.1,8.9,10.9,10.9
,="Windham Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",28.8,31.8,20.0,28.0,24.0
,="Windham High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,39.0,32.0,31.4,30.4
,="Charles H. Barrows STEM Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,10.0,13.0
="Windsor Locks School District",="North Street School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.9,13.4,13.3,12.4,13.4
,="South Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.7,8.7,8.8,8.7,8.2
,="Windsor Locks High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.5,18.5,16.6,17.5,17.1
,="Windsor Locks Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.1,12.1,12.6,12.5,12.3
="Windsor School District",="Clover Street School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.4,8.9,10.3,10.1,10.2
,="John F. Kennedy School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2,8.7,11.5,13.3,12.3
,="Oliver Ellsworth School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",0.0,8.1,12.3,12.3,11.5
,="Poquonock Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.2,8.2,10.3,9.9,9.9
,="Roger Wolcott Early Child Center",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.3,6.5,.,.,.
,"Sage Park Middle School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",22.5,21.0,21.5,19.8,22.3
,="Windsor High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",38.0,34.0,41.0,35.0,39.5
="Wolcott School District",="Alcott School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.9,9.9,9.9,9.3,9.3
,="Frisbie School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.5,9.5,9.3,9.3
,="Tyrrell Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.8,16.7,16.7,15.2,16.2
,="Wakelee School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.9,8.8,10.3,10.1,9.8
,="Wolcott High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",31.0,30.0,27.0,27.0,26.0
="Woodbridge School District",="Beecher Road Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.7,8.7,.,.,.
,"Beecher Road Primary School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",6.1,6.1,.,.,.
,"Beecher Road School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",.,.,13.9,13.9,.
"Woodstock Academy District","Woodstock Academy","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",39.5,48.5,48.5,45.5,45.5
="Woodstock School District",="Woodstock Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5,8.5,8.6,8.8,8.8
,="Woodstock Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.9,7.9,7.9,8.3,9.3
="Brass City Charter School District",="Brass City Charter School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,4.7,6.4
="Great Oaks Charter School District",="Great Oaks Charter School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,.,3.0

