"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","All Grades","Curl Up",89.7
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","All Grades","Mile Run",89.7
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","All Grades","Push Up",62.3
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","All Grades","Sit and Reach",87.0
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","All Grades","All Tests - School",13.6
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","All Grades","Curl Up",46.6
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","All Grades","Mile Run",60.2
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","All Grades","Push Up",29.7
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","All Grades","Sit and Reach",59.3
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","All Grades","All Tests - School",82.4
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","All Grades","Curl Up",96.7
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","All Grades","Mile Run",92.8
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","All Grades","Push Up",93.7
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","All Grades","Sit and Reach",89.9
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","All Grades","All Tests - School",67.6
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","All Grades","Curl Up",98.6
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","All Grades","Mile Run",100.0
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","All Grades","Push Up",73.0
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","All Grades","Sit and Reach",86.5
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","All Grades","All Tests - School",54.0
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","All Grades","Curl Up",98.2
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","All Grades","Mile Run",98.4
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","All Grades","Push Up",75.3
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","All Grades","Sit and Reach",67.3
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","All Grades","All Tests - School",83.1
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","All Grades","Curl Up",90.9
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","All Grades","Mile Run",96.1
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","All Grades","Push Up",84.4
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","All Grades","Sit and Reach",90.9
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","All Grades","All Tests - School",78.0
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","All Grades","Curl Up",93.2
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","All Grades","Mile Run",98.3
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","All Grades","Push Up",93.2
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","All Grades","Sit and Reach",86.4
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","All Grades","All Tests - School",78.6
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","All Grades","Curl Up",98.2
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","All Grades","Mile Run",96.4
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","All Grades","Push Up",89.3
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","All Grades","Sit and Reach",85.7
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","All Grades","All Tests - School",72.3
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","All Grades","Curl Up",89.4
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","All Grades","Mile Run",91.5
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","All Grades","Push Up",74.5
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","All Grades","Sit and Reach",95.7
"Greenwich School District","=""0570011""","North Street School","=""0570811""","All Grades","All Tests - School",89.6
"Greenwich School District","=""0570011""","North Street School","=""0570811""","All Grades","Curl Up",95.5
"Greenwich School District","=""0570011""","North Street School","=""0570811""","All Grades","Mile Run",100.0
"Greenwich School District","=""0570011""","North Street School","=""0570811""","All Grades","Push Up",91.0
"Greenwich School District","=""0570011""","North Street School","=""0570811""","All Grades","Sit and Reach",98.5
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","All Grades","All Tests - School",86.3
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","All Grades","Curl Up",100.0
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","All Grades","Mile Run",97.5
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","All Grades","Push Up",93.8
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","All Grades","Sit and Reach",88.8
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","All Grades","All Tests - School",84.2
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","All Grades","Curl Up",100.0
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","All Grades","Mile Run",92.1
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","All Grades","Push Up",92.1
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","All Grades","Sit and Reach",100.0
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","All Grades","All Tests - School",90.9
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","All Grades","Curl Up",100.0
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","All Grades","Mile Run",98.9
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","All Grades","Push Up",100.0
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","All Grades","Sit and Reach",90.9
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","All Grades","All Tests - School",65.9
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","All Grades","Curl Up",90.5
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","All Grades","Mile Run",91.6
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","All Grades","Push Up",72.3
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","All Grades","Sit and Reach",81.8
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","All Grades","All Tests - School",63.5
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","All Grades","Curl Up",84.3
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","All Grades","Mile Run",87.0
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","All Grades","Push Up",75.7
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","All Grades","Sit and Reach",89.6
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","All Grades","All Tests - School",60.8
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","All Grades","Curl Up",88.5
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","All Grades","Mile Run",67.7
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","All Grades","Push Up",83.1
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","All Grades","Sit and Reach",88.5
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","All Grades","All Tests - School",38.3
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","All Grades","Curl Up",74.0
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","All Grades","Mile Run",65.4
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","All Grades","Push Up",65.1
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","All Grades","Sit and Reach",65.8
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","All Grades","All Tests - School",59.1
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","All Grades","Curl Up",89.5
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","All Grades","Mile Run",76.7
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","All Grades","Push Up",80.4
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","All Grades","Sit and Reach",87.5
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","All Grades","All Tests - School",18.8
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","All Grades","Curl Up",93.8
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","All Grades","Mile Run",25.0
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","All Grades","Push Up",72.9
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","All Grades","Sit and Reach",81.3
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","All Grades","All Tests - School",45.5
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","All Grades","Curl Up",97.7
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","All Grades","Mile Run",47.7
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","All Grades","Push Up",79.5
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","All Grades","Sit and Reach",88.6
