"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, English Learner Status (EL)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","Y",60,52,86.7,50,44,88.0,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N",214,213,99.5,213,49,23.0,41,19.2,60,28.2,50,23.5,13,6.1,63,29.6
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","N",182,182,100.0,182,24,13.2,18,9.9,59,32.4,56,30.8,25,13.7,81,44.5
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Y",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","N",107,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N",144,143,99.3,143,19,13.3,39,27.3,41,28.7,35,24.5,9,6.3,44,30.8
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","N",28,23,82.1,23,12,52.2,"*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Y",28,26,92.9,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","N",45,37,82.2,36,16,44.4,"*","*",8,22.2,"*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Y",31,29,93.5,29,"*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","N",61,57,93.4,57,23,40.4,"*","*",10,17.5,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Y",26,25,96.2,25,"*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","N",37,30,81.1,"*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Y",6,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","N",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","LC - Burns","=""0649611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","N",38,38,100.0,38,"*","*",0,0.0,"*","*",15,39.5,15,39.5,30,78.9
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","N",106,106,100.0,106,"*","*","*","*",18,17.0,49,46.2,30,28.3,79,74.5
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","N",97,97,100.0,97,32,33.0,20,20.6,27,27.8,"*","*","*","*",18,18.6
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",,64,62,96.9,62,"*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","N",76,75,98.7,75,"*","*","*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","N",176,171,97.2,171,38,22.2,30,17.5,51,29.8,45,26.3,7,4.1,52,30.4
"Kent School District","=""0680011""","Kent Center School","=""0680111""","N",47,47,100.0,47,0,0.0,0,0.0,6,12.8,28,59.6,13,27.7,41,87.2
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","N",323,319,98.8,319,25,7.8,32,10.0,76,23.8,161,50.5,25,7.8,186,58.3
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","N",78,76,97.4,76,"*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","N",107,104,97.2,103,"*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","N",144,143,99.3,143,7,4.9,7,4.9,27,18.9,80,55.9,22,15.4,102,71.3
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","N",61,61,100.0,61,0,0.0,6,9.8,8,13.1,27,44.3,20,32.8,47,77.0
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","N",193,188,97.4,188,"*","*","*","*",53,28.2,41,21.8,76,40.4,117,62.2
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","N",86,86,100.0,86,"*","*","*","*",19,22.1,34,39.5,16,18.6,50,58.1
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","N",68,68,100.0,68,0,0.0,"*","*","*","*",23,33.8,40,58.8,63,92.6
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""","N",89,89,100.0,89,"*","*","*","*",8,9.0,47,52.8,25,28.1,72,80.9
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","N",63,63,100.0,63,"*","*","*","*",18,28.6,18,28.6,24,38.1,42,66.7
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","N",278,267,96.0,267,"*","*","*","*",34,12.7,146,54.7,71,26.6,217,81.3
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","N",293,285,97.3,285,"*","*","*","*",60,21.1,84,29.5,121,42.5,205,71.9
"Manchester School District","=""0770011""","Bowers School","=""0770111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","N",18,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","N",44,44,100.0,44,"*","*",8,18.2,12,27.3,18,40.9,"*","*","*","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","N",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Washington School","=""0771411""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Manchester School District","=""0770011""","Washington School","=""0771411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","N",339,336,99.1,336,"*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","N",347,333,96.0,333,"*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","N",264,261,98.9,261,"*","*","*","*",28,10.7,118,45.2,103,39.5,221,84.7
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","N",91,91,100.0,91,"*","*","*","*",10,11.0,40,44.0,34,37.4,74,81.3
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Hanover School","=""0800311""","N",54,54,100.0,54,6,11.1,"*","*","*","*","*","*","*","*","*","*"
