"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Windsor School District","=""1640011""",03,212,208,98.1,208,53,25.5,56,26.9,52,25.0,47,22.6,99,47.6,2425
"Windsor School District","=""1640011""",04,224,220,98.2,219,70,32.0,47,21.5,58,26.5,44,20.1,102,46.6,2460
"Windsor School District","=""1640011""",05,227,226,99.6,226,64,28.3,55,24.3,61,27.0,46,20.4,107,47.3,2497
"Windsor School District","=""1640011""",06,207,203,98.1,202,40,19.8,54,26.7,73,36.1,35,17.3,108,53.5,2534
"Windsor School District","=""1640011""",07,236,234,99.2,234,84,35.9,57,24.4,72,30.8,21,9.0,93,39.7,2519
"Windsor School District","=""1640011""",08,227,223,98.2,223,50,22.4,65,29.1,80,35.9,28,12.6,108,48.4,2563
"Windsor School District","=""1640011""",11,273,116,42.5,116,48,41.4,32,27.6,27,23.3,9,7.8,36,31.0,2529
"Wolcott School District","=""1660011""",03,137,137,100.0,137,24,17.5,32,23.4,36,26.3,45,32.8,81,59.1,2446
"Wolcott School District","=""1660011""",04,175,174,99.4,174,21,12.1,37,21.3,53,30.5,63,36.2,116,66.7,2503
"Wolcott School District","=""1660011""",05,166,165,99.4,165,12,7.3,31,18.8,63,38.2,59,35.8,122,73.9,2548
"Wolcott School District","=""1660011""",06,184,183,99.5,183,22,12.0,57,31.1,73,39.9,31,16.9,104,56.8,2544
"Wolcott School District","=""1660011""",07,231,231,100.0,231,22,9.5,48,20.8,104,45.0,57,24.7,161,69.7,2589
"Wolcott School District","=""1660011""",08,223,223,100.0,223,43,19.3,59,26.5,94,42.2,27,12.1,121,54.3,2573
"Wolcott School District","=""1660011""",11,220,217,98.6,217,50,23.0,60,27.6,80,36.9,27,12.4,107,49.3,2572
"Woodbridge School District","=""1670011""",03,103,92,89.3,92,"*","*",24,26.1,"*","*",41,44.6,"*","*",2474
"Woodbridge School District","=""1670011""",04,94,90,95.7,90,12,13.3,15,16.7,17,18.9,46,51.1,63,70.0,2520
"Woodbridge School District","=""1670011""",05,128,118,92.2,118,14,11.9,18,15.3,46,39.0,40,33.9,86,72.9,2545
"Woodbridge School District","=""1670011""",06,121,121,100.0,120,"*","*","*","*",45,37.5,49,40.8,94,78.3,2591
"Woodstock Academy District","=""9030022""",11,242,54,22.3,53,"*","*","*","*",17,32.1,24,45.3,41,77.4,2635
"Woodstock School District","=""1690011""",03,75,74,98.7,74,"*","*","*","*",27,36.5,34,45.9,61,82.4,2479
"Woodstock School District","=""1690011""",04,112,109,97.3,109,18,16.5,17,15.6,22,20.2,52,47.7,74,67.9,2513
"Woodstock School District","=""1690011""",05,97,93,95.9,93,16,17.2,20,21.5,34,36.6,23,24.7,57,61.3,2520
"Woodstock School District","=""1690011""",06,107,105,98.1,105,9,8.6,18,17.1,51,48.6,27,25.7,78,74.3,2569
"Woodstock School District","=""1690011""",07,105,103,98.1,101,"*","*","*","*",36,35.6,44,43.6,80,79.2,2612
"Woodstock School District","=""1690011""",08,101,99,98.0,99,14,14.1,25,25.3,49,49.5,11,11.1,60,60.6,2579

