"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Windsor School District","=""1640011""",04,223,222,99.6,221,48,21.7,85,38.5,56,25.3,32,14.5,88,39.8,2465
"Windsor School District","=""1640011""",05,227,226,99.6,226,92,40.7,62,27.4,40,17.7,32,14.2,72,31.9,2481
"Windsor School District","=""1640011""",06,207,204,98.6,204,76,37.3,59,28.9,"*","*","*","*",69,33.8,2505
"Windsor School District","=""1640011""",07,236,234,99.2,234,96,41.0,81,34.6,29,12.4,28,12.0,57,24.4,2500
"Windsor School District","=""1640011""",08,226,225,99.6,224,95,42.4,62,27.7,36,16.1,31,13.8,67,29.9,2524
"Windsor School District","=""1640011""",11,274,118,43.1,116,76,65.5,24,20.7,"*","*","*","*",16,13.8,2502
"Wolcott School District","=""1660011""",03,137,137,100.0,137,19,13.9,47,34.3,50,36.5,21,15.3,71,51.8,2442
"Wolcott School District","=""1660011""",04,176,175,99.4,175,6,3.4,55,31.4,69,39.4,45,25.7,114,65.1,2508
"Wolcott School District","=""1660011""",05,166,166,100.0,166,21,12.7,53,31.9,53,31.9,39,23.5,92,55.4,2529
"Wolcott School District","=""1660011""",06,184,183,99.5,183,32,17.5,70,38.3,55,30.1,26,14.2,81,44.3,2536
"Wolcott School District","=""1660011""",07,231,231,100.0,231,41,17.7,84,36.4,70,30.3,36,15.6,106,45.9,2553
"Wolcott School District","=""1660011""",08,223,223,100.0,223,64,28.7,80,35.9,54,24.2,25,11.2,79,35.4,2551
"Wolcott School District","=""1660011""",11,220,218,99.1,217,89,41.0,58,26.7,35,16.1,35,16.1,70,32.3,2575
"Woodbridge School District","=""1670011""",03,103,92,89.3,92,9,9.8,14,15.2,35,38.0,34,37.0,69,75.0,2474
"Woodbridge School District","=""1670011""",04,94,90,95.7,90,7,7.8,25,27.8,28,31.1,30,33.3,58,64.4,2513
"Woodbridge School District","=""1670011""",05,128,120,93.8,120,24,20.0,43,35.8,25,20.8,28,23.3,53,44.2,2519
"Woodbridge School District","=""1670011""",06,121,120,99.2,120,13,10.8,29,24.2,21,17.5,57,47.5,78,65.0,2594
"Woodstock Academy District","=""9030022""",11,242,54,22.3,53,9,17.0,13,24.5,14,26.4,17,32.1,31,58.5,2651
"Woodstock School District","=""1690011""",03,75,74,98.7,74,"*","*",16,21.6,41,55.4,"*","*","*","*",2455
"Woodstock School District","=""1690011""",04,112,109,97.3,109,"*","*",50,45.9,30,27.5,"*","*","*","*",2479
"Woodstock School District","=""1690011""",05,97,93,95.9,93,26,28.0,45,48.4,"*","*","*","*",22,23.7,2484
"Woodstock School District","=""1690011""",06,107,105,98.1,105,14,13.3,37,35.2,31,29.5,23,21.9,54,51.4,2547
"Woodstock School District","=""1690011""",07,105,102,97.1,101,15,14.9,20,19.8,35,34.7,31,30.7,66,65.3,2585
"Woodstock School District","=""1690011""",08,101,99,98.0,99,38,38.4,29,29.3,10,10.1,22,22.2,32,32.3,2553

