"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School",5,72,2394,2439,45,"43.1%","71.7%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",4,59,2378,2436,57,"40.7%","72.8%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",5,52,2395,2432,37,"42.3%","68.0%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",6,43,2470,2467,-3,"18.6%","30.4%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",7,49,2433,2425,-8,"14.3%","34.7%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",8,38,2475,2452,-23,"10.5%","22.7%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy",6,178,2458,2485,27,"37.6%","61.1%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy",7,212,2465,2484,19,"32.5%","52.6%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy",8,202,2497,2507,10,"32.7%","49.1%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",4,83,2378,2431,53,"38.6%","70.7%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",5,64,2411,2444,33,"42.2%","65.4%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",6,36,2405,2464,60,"63.9%","79.8%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",7,41,2430,2440,10,"26.8%","45.3%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",8,34,2393,2397,4,"23.5%","46.1%"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School",5,"*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",4,58,2356,2421,65,"41.4%","83.0%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",5,53,2390,2412,22,"34.0%","54.5%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",6,43,2393,2399,7,"25.6%","44.3%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",7,43,2429,2445,16,"34.9%","51.5%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",8,42,2384,2420,36,"40.5%","60.6%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",4,35,2360,2410,50,"45.7%","69.3%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",5,28,2376,2426,50,"53.6%","79.3%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",6,19,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",7,25,2364,2427,63,"48.0%","77.0%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",8,26,2435,2420,-15,"11.5%","28.1%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School",6,49,2419,2401,-18,"14.3%","26.4%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School",7,71,2416,2432,16,"32.4%","52.7%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School",8,63,2397,2437,41,"49.2%","68.7%"
"=""0640011""","Hartford School District","=""0641911""","Milner School",4,23,2315,2354,39,"21.7%","54.8%"
"=""0640011""","Hartford School District","=""0641911""","Milner School",5,32,2347,2392,45,"56.3%","72.9%"
"=""0640011""","Hartford School District","=""0641911""","Milner School",6,26,2378,2380,2,"26.9%","47.3%"
"=""0640011""","Hartford School District","=""0641911""","Milner School",7,23,2397,2397,0,"26.1%","44.4%"
"=""0640011""","Hartford School District","=""0641911""","Milner School",8,31,2433,2441,8,"25.8%","38.6%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher",4,20,2410,2422,12,"15.0%","33.3%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher",5,20,2461,2468,7,"20.0%","38.3%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher",6,8,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher",7,11,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher",8,14,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School",4,14,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School",5,12,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy",4,69,2371,2419,48,"33.3%","68.5%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy",5,65,2417,2478,60,"72.3%","88.4%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy",6,41,2465,2452,-13,"12.2%","28.1%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy",7,53,2422,2457,34,"43.4%","66.9%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy",8,45,2446,2466,20,"33.3%","50.3%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School",4,77,2364,2401,37,"23.4%","55.3%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School",5,58,2391,2422,31,"39.7%","58.7%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts",4,75,2393,2428,35,"22.7%","55.2%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts",5,76,2437,2474,37,"47.4%","71.8%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts",6,69,2448,2473,25,"36.2%","59.8%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts",7,68,2468,2483,15,"30.9%","53.2%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts",8,79,2503,2511,7,"35.4%","54.3%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School",4,42,2381,2414,33,"31.0%","50.5%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School",5,34,2403,2405,2,"5.9%","26.6%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School",6,21,2387,2426,38,"38.1%","67.7%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School",7,38,2398,2443,45,"47.4%","74.8%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School",8,29,2424,2452,28,"34.5%","55.7%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy",4,14,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy",5,13,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy",6,21,2532,2551,19,"28.6%","51.9%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy",7,10,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy",8,"*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640111""","SAND School",4,37,2324,2372,48,"21.6%","60.6%"
"=""0640011""","Hartford School District","=""0640111""","SAND School",5,26,2358,2372,13,"26.9%","38.9%"
"=""0640011""","Hartford School District","=""0640111""","SAND School",6,20,2385,2377,-8,"20.0%","32.3%"
"=""0640011""","Hartford School District","=""0640111""","SAND School",7,25,2386,2409,23,"40.0%","58.5%"
"=""0640011""","Hartford School District","=""0640111""","SAND School",8,29,2363,2383,20,"27.6%","45.1%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School",4,42,2457,2507,50,"42.9%","76.3%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School",5,38,2447,2515,68,"73.7%","93.6%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School",6,38,2508,2578,70,"78.9%","93.4%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School",7,37,2540,2560,20,"51.4%","61.6%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School",8,34,2574,2605,31,"73.5%","83.4%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School",4,52,2373,2402,29,"17.3%","48.5%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School",5,49,2412,2448,37,"49.0%","71.9%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School",4,32,2354,2386,32,"21.9%","49.5%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School",5,16,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School",6,24,2418,2383,-35,"4.2%","13.8%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School",7,20,2394,2409,14,"35.0%","53.4%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School",8,22,2394,2400,6,"36.4%","46.2%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy",6,90,2477,2496,19,"28.9%","53.3%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy",7,83,2481,2484,3,"24.1%","43.2%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy",8,84,2493,2501,8,"27.4%","41.5%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School",4,69,2407,2446,40,"24.6%","61.0%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School",5,64,2466,2480,13,"14.1%","45.2%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School",6,47,2453,2490,37,"48.9%","69.9%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School",7,48,2503,2549,47,"54.2%","76.3%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School",8,49,2534,2556,22,"36.7%","60.3%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School",4,36,2397,2453,57,"41.7%","71.8%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School",5,26,2439,2453,14,"19.2%","44.5%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School",6,27,2448,2486,39,"48.1%","73.7%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School",7,30,2395,2446,51,"63.3%","80.9%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School",8,23,2449,2490,41,"56.5%","71.4%"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School",4,32,2358,2383,25,"15.6%","45.0%"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School",5,22,2377,2410,33,"27.3%","51.4%"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School",6,22,2370,2360,-11,"22.7%","34.1%"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School",7,15,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School",8,26,2405,2437,32,"38.5%","58.8%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School",4,12,"*","*","*","*","*"
"=""0650011""","Hartland School District","=""0650111""","Hartland School",5,22,2448,2503,55,"68.2%","85.7%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School",6,31,2498,2553,55,"64.5%","85.2%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School",7,24,2519,2566,46,"54.2%","75.9%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School",8,15,"*","*","*","*","*"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School",4,117,2419,2494,75,"59.8%","90.3%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School",5,105,2482,2523,41,"45.7%","73.5%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School",6,118,2513,2564,51,"62.7%","81.4%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School",4,40,2364,2429,66,"47.5%","80.4%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School",5,37,2435,2447,12,"27.0%","43.4%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School",6,36,2437,2459,22,"41.7%","59.4%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School",7,31,2478,2507,29,"48.4%","67.4%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School",8,37,2467,2544,77,"70.3%","87.6%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School",4,29,2419,2451,32,"24.1%","57.0%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School",5,29,2390,2439,48,"48.3%","79.0%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School",6,30,2459,2518,59,"73.3%","90.8%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School",7,31,2515,2544,29,"45.2%","65.0%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School",8,35,2532,2529,-3,"25.7%","37.1%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication",6,89,2464,2433,-31,"5.6%","15.9%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication",7,83,2456,2475,18,"26.5%","49.0%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication",8,80,2480,2477,-3,"25.0%","35.4%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy",4,59,2386,2446,60,"49.2%","79.3%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy",5,66,2436,2446,9,"15.2%","40.5%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy",6,50,2448,2484,36,"50.0%","66.5%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy",7,70,2483,2490,8,"28.6%","43.8%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy",8,81,2481,2500,20,"38.3%","54.4%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School",4,25,2443,2508,65,"64.0%","88.0%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School",5,24,2513,2569,56,"58.3%","83.2%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School",6,32,2542,2598,56,"78.1%","88.9%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School",7,26,2554,2564,10,"26.9%","41.9%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School",8,19,"*","*","*","*","*"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School",5,146,2458,2486,29,"37.0%","58.2%"
