"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Special Education",17,"*","*"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Non-Special Education",84,"21.4%","54.5%"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Special Education","*","*","*"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Non-Special Education","*","69.8%","90.3%"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Special Education","*","*","*"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Non-Special Education","*","*","*"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Special Education",47,"36.2%","59.5%"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Non-Special Education",375,"51.5%","66.6%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Special Education",9,"*","*"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Non-Special Education",37,"54.1%","78.6%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Special Education",18,"*","*"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Non-Special Education",235,"56.2%","77.6%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Special Education",12,"*","*"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Non-Special Education",96,"34.4%","56.6%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Special Education",37,"40.5%","70.2%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Non-Special Education",171,"41.5%","69.5%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Special Education",21,"14.3%","42.7%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Non-Special Education",109,"41.3%","69.1%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Special Education",17,"*","*"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Non-Special Education",153,"28.8%","53.3%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Special Education",27,"25.9%","48.2%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Non-Special Education",121,"54.5%","76.6%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Special Education",82,"36.6%","59.3%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Non-Special Education",557,"49.4%","68.4%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Special Education",22,"45.5%","74.1%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Non-Special Education",159,"33.3%","60.6%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Special Education",28,"32.1%","59.6%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Non-Special Education",106,"39.6%","64.6%"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Special Education","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Special Education",12,"*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Special Education",23,"43.5%","68.0%"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Non-Special Education",71,"49.3%","76.3%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Special Education",85,"28.2%","46.8%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Non-Special Education",495,"34.1%","53.3%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Special Education",11,"*","*"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Non-Special Education",76,"42.1%","68.4%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Special Education",12,"*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Non-Special Education",83,"31.3%","50.8%"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Special Education",33,"36.4%","56.6%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Non-Special Education",260,"43.5%","61.4%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Non-Special Education","*","33.3%","53.2%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Special Education",8,"*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Non-Special Education",38,"26.3%","47.0%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Non-Special Education","*","46.9%","71.3%"
"=""0830011""","Middletown School District","=""0830311""","OASIS","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Non-Special Education",20,"65.0%","79.7%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Special Education",10,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Non-Special Education",62,"35.5%","65.0%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Non-Special Education","*","34.9%","62.9%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Special Education",8,"*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Non-Special Education",74,"40.5%","69.1%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Special Education",64,"20.3%","44.8%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Non-Special Education",567,"40.2%","56.7%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Special Education",13,"*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Non-Special Education",82,"51.2%","74.4%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Special Education",53,"49.1%","67.8%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Non-Special Education",384,"49.5%","65.4%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Special Education",47,"40.4%","63.2%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Non-Special Education",444,"49.3%","65.5%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Special Education",11,"*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Non-Special Education",103,"53.4%","80.8%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Special Education","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Non-Special Education","*","43.2%","66.9%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Special Education",13,"*","*"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Non-Special Education",114,"47.4%","69.4%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Special Education",12,"*","*"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Non-Special Education",76,"48.7%","78.0%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Special Education",10,"*","*"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Non-Special Education",110,"56.4%","82.4%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Special Education",7,"*","*"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Non-Special Education",103,"57.3%","78.1%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Special Education",7,"*","*"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Non-Special Education",81,"58.0%","85.9%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Special Education",44,"36.4%","59.2%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Non-Special Education",383,"44.9%","63.6%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Special Education",21,"4.8%","19.9%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Non-Special Education",149,"60.4%","81.7%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Special Education",78,"26.9%","41.5%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Non-Special Education",679,"47.1%","61.7%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Special Education",12,"*","*"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Non-Special Education",93,"67.7%","81.8%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Special Education",20,"35.0%","47.6%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Non-Special Education",129,"58.9%","74.8%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Special Education",19,"*","*"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Non-Special Education",89,"49.4%","70.9%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Special Education",62,"24.2%","48.6%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Non-Special Education",453,"41.7%","60.3%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Special Education",13,"*","*"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Non-Special Education",91,"41.8%","66.1%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Special Education",15,"*","*"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Non-Special Education",88,"75.0%","93.5%"
