"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"District Code","District","School Code","School","Subject","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","ELA",108,"38.0%","62.9%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Math",108,"24.1%","51.1%"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","ELA",87,"42.5%","65.3%"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Math",89,"23.6%","50.7%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","ELA",101,"19.8%","51.1%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Math",102,"29.4%","50.9%"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","ELA",47,"68.1%","88.2%"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Math",47,"78.7%","95.4%"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","ELA",19,"*","*"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Math",19,"*","*"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","ELA",422,"49.8%","65.8%"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Math",426,"51.4%","67.3%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","ELA",46,"47.8%","74.9%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Math",46,"58.7%","82.1%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","ELA",253,"56.1%","77.4%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Math",252,"60.3%","84.1%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","ELA",108,"33.3%","56.4%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Math",108,"38.9%","71.7%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","ELA",208,"41.3%","69.6%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Math",207,"55.1%","81.1%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","ELA",130,"36.9%","64.8%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Math",140,"30.0%","58.4%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","ELA",170,"28.2%","51.7%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Math",168,"29.2%","59.6%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","ELA",148,"49.3%","71.4%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Math",147,"46.9%","75.0%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","ELA",639,"47.7%","67.2%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Math",640,"47.2%","66.0%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","ELA",181,"34.8%","62.2%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Math",181,"42.5%","72.1%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","ELA",134,"38.1%","63.6%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Math",133,"32.3%","59.3%"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","ELA","*","*","*"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Math","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","ELA","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Math","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","ELA",94,"47.9%","74.2%"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Math",94,"61.7%","88.8%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","ELA",580,"33.3%","52.3%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Math",574,"30.7%","50.0%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","ELA",87,"37.9%","64.9%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Math",87,"27.6%","61.0%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","ELA",95,"31.6%","52.5%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Math",96,"24.0%","49.5%"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","ELA","*","*","*"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","Math","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","ELA","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Math","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","ELA",293,"42.7%","60.8%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Math",293,"40.3%","59.7%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","ELA",75,"32.0%","51.4%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Math",75,"60.0%","81.5%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","ELA",46,"23.9%","47.3%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Math",47,"23.4%","50.2%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","ELA",86,"46.5%","70.5%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Math",86,"48.8%","71.1%"
"=""0830011""","Middletown School District","=""0830311""","OASIS","ELA","*","*","*"
"=""0830011""","Middletown School District","=""0830311""","OASIS","Math","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","ELA",20,"65.0%","79.7%"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Math",20,"75.0%","84.5%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","ELA",72,"34.7%","63.5%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Math",72,"34.7%","59.5%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","ELA",88,"34.1%","61.7%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Math",88,"36.4%","66.5%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","ELA",82,"39.0%","67.4%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Math",82,"67.1%","84.0%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","ELA",631,"38.2%","55.5%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Math",633,"32.9%","47.4%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","ELA",95,"48.4%","70.3%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Math",95,"54.7%","80.3%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","ELA",437,"49.4%","65.7%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Math",436,"39.2%","56.8%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","ELA",491,"48.5%","65.3%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Math",488,"50.6%","68.5%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","ELA",114,"50.9%","78.5%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Math",114,"33.3%","68.0%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","ELA",86,"43.0%","65.6%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Math",86,"37.2%","63.6%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","ELA",127,"46.5%","68.4%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Math",124,"42.7%","72.3%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","ELA",88,"43.2%","72.9%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Math",88,"47.7%","72.8%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","ELA",120,"52.5%","78.7%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Math",120,"75.0%","98.1%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","ELA",110,"54.5%","76.2%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Math",110,"38.2%","65.2%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","ELA",88,"56.8%","84.8%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Math",87,"65.5%","88.9%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","ELA",427,"44.0%","63.1%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Math",428,"41.1%","57.4%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","ELA",170,"53.5%","74.1%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Math",170,"45.3%","70.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","ELA",757,"45.0%","59.6%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Math",756,"46.8%","66.6%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","ELA",105,"61.0%","76.1%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Math",105,"64.8%","82.8%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","ELA",149,"55.7%","71.2%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Math",149,"58.4%","83.8%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","ELA",108,"46.3%","70.2%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Math",108,"48.1%","75.6%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","ELA",515,"39.6%","58.9%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Math",515,"36.7%","57.4%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","ELA",104,"41.3%","65.6%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Math",105,"57.1%","83.2%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","ELA",103,"71.8%","91.9%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Math",103,"77.7%","98.2%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","ELA",45,"22.2%","46.3%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Math",45,"35.6%","66.2%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","ELA",634,"37.5%","57.3%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Math",632,"25.3%","40.9%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","ELA",290,"52.1%","76.6%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Math",293,"49.1%","68.3%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","ELA",297,"44.4%","68.4%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Math",300,"30.0%","53.2%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","ELA",51,"35.3%","59.7%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Math",51,"35.3%","70.0%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","ELA",106,"35.8%","63.7%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Math",107,"21.5%","60.4%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","ELA",47,"38.3%","72.3%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Math",47,"46.8%","79.6%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","ELA",58,"56.9%","75.7%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Math",58,"58.6%","90.2%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","ELA",169,"34.3%","56.8%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Math",169,"31.4%","54.3%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","ELA",10,"*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Math",10,"*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","ELA","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Math","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","ELA",118,"28.8%","56.1%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Math",120,"10.8%","28.7%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","ELA",390,"29.5%","53.2%"
