"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","ELA","Not Eligible For Lunch",226,"52.2%","73.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Math","Eligible For Lunch",309,"30.7%","52.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Math","Not Eligible For Lunch",224,"41.5%","56.7%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","ELA","Eligible For Lunch",54,"46.3%","72.5%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","ELA","Not Eligible For Lunch",38,"31.6%","59.4%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Math","Eligible For Lunch",55,"30.9%","58.6%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Math","Not Eligible For Lunch",38,"28.9%","60.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","ELA","Eligible For Lunch",133,"34.6%","53.4%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","ELA","Not Eligible For Lunch",647,"47.3%","63.4%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Math","Eligible For Lunch",131,"36.6%","58.0%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Math","Not Eligible For Lunch",645,"51.6%","69.8%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","ELA","Eligible For Lunch",17,"*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","ELA","Not Eligible For Lunch",68,"57.4%","81.6%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Math","Eligible For Lunch",17,"*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Math","Not Eligible For Lunch",68,"57.4%","84.5%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","ELA","Eligible For Lunch",14,"*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","ELA","Not Eligible For Lunch",41,"61.0%","84.2%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Math","Eligible For Lunch",14,"*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Math","Not Eligible For Lunch",41,"68.3%","92.6%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","ELA","Eligible For Lunch",9,"*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","ELA","Not Eligible For Lunch",31,"61.3%","86.7%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Math","Eligible For Lunch",9,"*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Math","Not Eligible For Lunch",31,"61.3%","87.9%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","ELA","Eligible For Lunch","*","*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","Math","Eligible For Lunch","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","ELA","Eligible For Lunch",155,"34.8%","59.9%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","ELA","Not Eligible For Lunch",187,"32.6%","57.7%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Math","Eligible For Lunch",155,"29.0%","50.3%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Math","Not Eligible For Lunch",188,"36.2%","61.2%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","ELA","Eligible For Lunch",21,"19.0%","44.2%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","ELA","Not Eligible For Lunch",9,"*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Math","Eligible For Lunch",19,"*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Math","Not Eligible For Lunch",7,"*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","ELA","Eligible For Lunch",11,"*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","ELA","Not Eligible For Lunch",56,"37.5%","59.6%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Math","Eligible For Lunch",11,"*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Math","Not Eligible For Lunch",56,"42.9%","62.9%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","ELA","Eligible For Lunch",15,"*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","ELA","Not Eligible For Lunch",273,"50.5%","69.3%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Math","Eligible For Lunch",15,"*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Math","Not Eligible For Lunch",268,"65.3%","82.9%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","ELA","Eligible For Lunch",11,"*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","ELA","Not Eligible For Lunch",201,"68.2%","87.0%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Math","Eligible For Lunch",12,"*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Math","Not Eligible For Lunch",200,"70.5%","93.2%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","ELA","Eligible For Lunch","*","*","*"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","Math","Eligible For Lunch","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","ELA","Eligible For Lunch",7,"*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","ELA","Not Eligible For Lunch",54,"53.7%","76.5%"
"=""0480011""","Ellington School District","=""0480111""","Center School","Math","Eligible For Lunch",7,"*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Math","Not Eligible For Lunch",54,"42.6%","79.0%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","ELA","Eligible For Lunch","*","*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","ELA","Not Eligible For Lunch","*","51.3%","83.3%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Math","Eligible For Lunch","*","*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Math","Not Eligible For Lunch","*","41.0%","69.7%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","ELA","Eligible For Lunch",36,"27.8%","52.6%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","ELA","Not Eligible For Lunch",363,"39.4%","58.1%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Math","Eligible For Lunch",36,"27.8%","54.3%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Math","Not Eligible For Lunch",363,"46.6%","66.5%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","ELA","Eligible For Lunch",45,"35.6%","65.1%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","ELA","Not Eligible For Lunch",374,"50.0%","67.0%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Math","Eligible For Lunch",45,"31.1%","45.3%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Math","Not Eligible For Lunch",375,"50.7%","71.2%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","ELA","Eligible For Lunch",7,"*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","ELA","Not Eligible For Lunch",82,"56.1%","79.8%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Math","Eligible For Lunch",7,"*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Math","Not Eligible For Lunch",82,"61.0%","89.0%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","ELA","Eligible For Lunch",251,"51.4%","73.7%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","ELA","Not Eligible For Lunch",59,"67.8%","82.1%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Math","Eligible For Lunch",251,"44.2%","64.7%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Math","Not Eligible For Lunch",59,"55.9%","80.0%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","ELA","Eligible For Lunch",82,"36.6%","62.4%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","ELA","Not Eligible For Lunch",131,"43.5%","67.8%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Math","Eligible For Lunch",82,"40.2%","59.7%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Math","Not Eligible For Lunch",131,"42.0%","65.2%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","ELA","Eligible For Lunch",96,"46.9%","69.4%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","ELA","Not Eligible For Lunch",156,"55.8%","79.5%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Math","Eligible For Lunch",97,"47.4%","76.5%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Math","Not Eligible For Lunch",156,"51.3%","77.6%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","ELA","Eligible For Lunch",386,"32.9%","55.8%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","ELA","Not Eligible For Lunch",605,"49.3%","67.4%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Math","Eligible For Lunch",384,"29.7%","51.6%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Math","Not Eligible For Lunch",601,"31.6%","52.4%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","ELA","Eligible For Lunch","*","*","*"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","ELA","Not Eligible For Lunch","*","*","*"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","Math","Eligible For Lunch","*","*","*"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","Math","Not Eligible For Lunch","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","ELA","Eligible For Lunch",96,"44.8%","72.2%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","ELA","Not Eligible For Lunch",147,"52.4%","77.7%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Math","Eligible For Lunch",96,"20.8%","59.5%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Math","Not Eligible For Lunch",147,"32.0%","60.8%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","ELA","Eligible For Lunch",16,"*","*"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","ELA","Not Eligible For Lunch",165,"50.9%","69.8%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Math","Eligible For Lunch",16,"*","*"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Math","Not Eligible For Lunch",166,"58.4%","82.0%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","ELA","Eligible For Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","ELA","Not Eligible For Lunch","*","65.0%","85.7%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Math","Eligible For Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Math","Not Eligible For Lunch","*","60.2%","85.4%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","ELA","Eligible For Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","ELA","Not Eligible For Lunch","*","68.7%","89.0%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Math","Eligible For Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Math","Not Eligible For Lunch","*","59.6%","86.3%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","ELA","Eligible For Lunch",76,"43.4%","66.3%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","ELA","Not Eligible For Lunch",755,"46.1%","64.4%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Math","Eligible For Lunch",76,"40.8%","54.4%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Math","Not Eligible For Lunch",750,"47.5%","65.5%"
