"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Non-ELL",153,"57.5%","76.8%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","ELL","*","*","*"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Non-ELL","*","46.9%","67.3%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","ELL",10,"*","*"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Non-ELL",122,"45.9%","66.1%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","ELL",23,"52.2%","77.0%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Non-ELL",489,"54.6%","71.2%"
"=""1600011""","Willington School District","=""1600111""","Center School","Non-ELL",48,"39.6%","60.1%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","ELL","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Non-ELL","*","50.3%","72.1%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","ELL","*","*","*"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Non-ELL","*","59.8%","80.2%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","Non-ELL",955,"53.9%","71.0%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","ELL","*","*","*"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","Non-ELL","*","29.0%","50.4%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","ELL",6,"*","*"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","Non-ELL",145,"45.5%","69.2%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","ELL",22,"40.9%","63.6%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","Non-ELL",255,"54.9%","77.7%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","ELL",31,"35.5%","66.5%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","Non-ELL",49,"42.9%","69.1%"
"=""1630011""","Windham School District","=""1630311""","North Windham School","ELL",37,"35.1%","65.4%"
"=""1630011""","Windham School District","=""1630311""","North Windham School","Non-ELL",90,"48.9%","71.9%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","ELL",25,"52.0%","84.4%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","Non-ELL",48,"62.5%","89.8%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","ELL",15,"*","*"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","Non-ELL",58,"36.2%","67.1%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","ELL",112,"35.7%","56.0%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","Non-ELL",377,"39.0%","59.1%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","ELL",9,"*","*"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","Non-ELL",241,"44.4%","70.3%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","ELL",9,"*","*"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","Non-ELL",321,"43.6%","64.7%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","ELL","*","*","*"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","Non-ELL","*","43.0%","64.1%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","ELL",6,"*","*"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","Non-ELL",230,"33.9%","60.7%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","ELL",13,"*","*"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","Non-ELL",603,"33.7%","52.0%"
"=""1660011""","Wolcott School District","=""1660311""","ABC Classroom","Non-ELL","*","*","*"
"=""1660011""","Wolcott School District","=""1660611""","Alcott School","Non-ELL",92,"53.3%","71.5%"
"=""1660011""","Wolcott School District","=""1660211""","Frisbie School","ELL","*","*","*"
"=""1660011""","Wolcott School District","=""1660211""","Frisbie School","Non-ELL","*","62.5%","82.5%"
"=""1660011""","Wolcott School District","=""1665111""","Tyrrell Middle School","Non-ELL",579,"41.1%","59.6%"
"=""1660011""","Wolcott School District","=""1660511""","Wakelee School","ELL","*","*","*"
"=""1660011""","Wolcott School District","=""1660511""","Wakelee School","Non-ELL","*","38.5%","63.9%"
"=""1670011""","Woodbridge School District","=""1670311""","Beecher Road School","ELL","*","*","*"
"=""1670011""","Woodbridge School District","=""1670311""","Beecher Road School","Non-ELL","*","64.2%","82.0%"
"=""1690011""","Woodstock School District","=""1690211""","Woodstock Elementary School","Non-ELL",73,"50.7%","74.0%"
"=""1690011""","Woodstock School District","=""1695111""","Woodstock Middle School","Non-ELL",383,"40.5%","58.0%"

