"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Non-High Needs",205,"55.6%","72.0%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","High Needs",119,"35.3%","62.0%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Non-High Needs",62,"33.9%","62.6%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","High Needs",115,"36.5%","62.3%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Non-High Needs",19,"*","*"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","High Needs","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","High Needs",12,"*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","High Needs",45,"44.4%","69.5%"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Non-High Needs",49,"51.0%","78.6%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","High Needs",422,"30.1%","51.1%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Non-High Needs",158,"41.8%","55.5%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","High Needs",53,"30.2%","57.3%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Non-High Needs",34,"50.0%","76.9%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","High Needs",51,"25.5%","51.3%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Non-High Needs",44,"38.6%","53.9%"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","High Needs","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","High Needs","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","High Needs",133,"40.6%","60.2%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Non-High Needs",160,"44.4%","61.4%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","High Needs",26,"30.8%","44.6%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Non-High Needs",49,"32.7%","55.0%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","High Needs",38,"26.3%","49.2%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Non-High Needs",8,"*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","High Needs",18,"*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Non-High Needs",68,"48.5%","72.4%"
"=""0830011""","Middletown School District","=""0830311""","OASIS","High Needs","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","High Needs",8,"*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Non-High Needs",12,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","High Needs",38,"31.6%","64.8%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Non-High Needs",34,"38.2%","61.9%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","High Needs",46,"34.8%","66.5%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Non-High Needs",42,"33.3%","56.5%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","High Needs",35,"34.3%","64.9%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Non-High Needs",47,"42.6%","69.3%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","High Needs",286,"33.9%","53.1%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Non-High Needs",345,"41.7%","57.6%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","High Needs",34,"29.4%","55.9%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Non-High Needs",61,"59.0%","78.3%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","High Needs",128,"44.5%","62.9%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Non-High Needs",309,"51.5%","66.8%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","High Needs",105,"41.9%","64.5%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Non-High Needs",386,"50.3%","65.4%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","High Needs",37,"37.8%","73.8%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Non-High Needs",77,"57.1%","80.8%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","High Needs",22,"36.4%","55.5%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Non-High Needs",64,"45.3%","69.0%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","High Needs",26,"46.2%","65.5%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Non-High Needs",101,"46.5%","69.1%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","High Needs",36,"36.1%","71.0%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Non-High Needs",52,"48.1%","74.2%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","High Needs",23,"30.4%","64.2%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Non-High Needs",97,"57.7%","82.2%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","High Needs",26,"42.3%","70.5%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Non-High Needs",84,"58.3%","78.0%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","High Needs",42,"40.5%","75.4%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Non-High Needs",46,"71.7%","93.3%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","High Needs",162,"40.7%","61.8%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Non-High Needs",265,"46.0%","64.0%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","High Needs",29,"24.1%","41.7%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Non-High Needs",141,"59.6%","80.7%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","High Needs",126,"33.3%","47.4%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Non-High Needs",631,"47.4%","62.0%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","High Needs",21,"28.6%","51.2%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Non-High Needs",84,"69.0%","82.3%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","High Needs",30,"50.0%","61.4%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Non-High Needs",119,"57.1%","73.6%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","High Needs",57,"42.1%","67.1%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Non-High Needs",51,"51.0%","73.6%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","High Needs",236,"36.9%","57.1%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Non-High Needs",279,"41.9%","60.5%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","High Needs",55,"36.4%","64.0%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Non-High Needs",49,"46.9%","67.4%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","High Needs",35,"65.7%","89.5%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Non-High Needs",68,"75.0%","93.2%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","High Needs",35,"17.1%","39.5%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Non-High Needs",10,"*","*"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","High Needs",344,"34.3%","55.9%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Non-High Needs",290,"41.4%","58.9%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","High Needs",144,"46.5%","75.0%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Non-High Needs",146,"57.5%","78.1%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","High Needs",185,"40.0%","64.5%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Non-High Needs",112,"51.8%","74.9%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","High Needs",32,"34.4%","56.9%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Non-High Needs",19,"*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","High Needs",48,"33.3%","64.1%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Non-High Needs",58,"37.9%","63.3%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","High Needs",31,"25.8%","66.0%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Non-High Needs",16,"*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","High Needs",27,"44.4%","64.6%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Non-High Needs",31,"67.7%","85.4%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","High Needs",153,"34.0%","56.4%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Non-High Needs",16,"*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","High Needs",10,"*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","High Needs","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","High Needs",103,"26.2%","54.3%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Non-High Needs",15,"*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","High Needs",340,"29.7%","53.4%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Non-High Needs",50,"28.0%","51.8%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","High Needs",90,"30.0%","55.6%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Non-High Needs",15,"*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","High Needs",84,"42.9%","68.9%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Non-High Needs",29,"51.7%","86.3%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","High Needs",79,"46.8%","60.1%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Non-High Needs",66,"51.5%","69.1%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","High Needs",104,"35.6%","59.8%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Non-High Needs",17,"*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","High Needs",121,"24.8%","53.2%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Non-High Needs",21,"28.6%","42.3%"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","High Needs","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Non-High Needs","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","High Needs",72,"33.3%","60.9%"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Non-High Needs",7,"*","*"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","High Needs",565,"29.6%","49.4%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Non-High Needs",62,"32.3%","51.4%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","High Needs",548,"24.8%","44.4%"
"=""0890011""","New Britain School District","=""0895211""","Slade Middle School","Non-High Needs",73,"26.0%","42.3%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","High Needs",149,"22.1%","52.3%"
"=""0890011""","New Britain School District","=""0891211""","Smalley Academy","Non-High Needs",6,"*","*"
