"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Hispanic/Latino of any race",7,"*","*"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Black or African American","*","*","*"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0370011""","Derby School District","=""0370611""","Bradley School","White",77,"24.7%","60.6%"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Asian","*","*","*"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Two or More Races","*","*","*"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Hispanic/Latino of any race",25,"24.0%","49.5%"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Black or African American",10,"*","*"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","White",155,"19.4%","36.4%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Asian","*","*","*"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Two or More Races",13,"*","*"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Hispanic/Latino of any race",86,"26.7%","46.9%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Black or African American",35,"22.9%","32.6%"
"=""0370011""","Derby School District","=""0370411""","Irving School","White",38,"23.7%","46.3%"
"=""0370011""","Derby School District","=""0370411""","Irving School","Asian","*","*","*"
"=""0370011""","Derby School District","=""0370411""","Irving School","Two or More Races","*","*","*"
"=""0370011""","Derby School District","=""0370411""","Irving School","Hispanic/Latino of any race",39,"20.5%","42.8%"
"=""0370011""","Derby School District","=""0370411""","Irving School","Black or African American",19,"*","*"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","American Indian or Alaska Native","*","*","*"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","White",142,"51.4%","69.6%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Asian",11,"*","*"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Two or More Races","*","*","*"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Hispanic/Latino of any race",15,"*","*"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Black or African American",17,"*","*"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","White",98,"58.2%","80.7%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Asian",6,"*","*"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Two or More Races","*","*","*"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Hispanic/Latino of any race","*","*","*"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Black or African American",6,"*","*"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","White",378,"31.7%","52.0%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Asian","*","*","*"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Two or More Races","*","*","*"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Hispanic/Latino of any race","*","*","*"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Black or African American","*","*","*"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0420011""","East Hampton School District","=""0420311""","Center School","White",242,"49.2%","75.1%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Asian","*","*","*"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Two or More Races","*","*","*"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Hispanic/Latino of any race",11,"*","*"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","White",346,"25.1%","41.3%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Asian",7,"*","*"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Two or More Races","*","*","*"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Hispanic/Latino of any race",17,"*","*"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Black or African American","*","*","*"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","White",7,"*","*"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Asian","*","*","*"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Two or More Races","*","*","*"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Hispanic/Latino of any race",44,"25.0%","51.2%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Black or African American",30,"20.0%","49.8%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","White","*","*","*"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Asian","*","*","*"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Hispanic/Latino of any race",46,"30.4%","53.4%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Black or African American",41,"14.6%","38.3%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","American Indian or Alaska Native","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","White","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Asian","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Two or More Races","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Hispanic/Latino of any race",46,"10.9%","38.0%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Black or African American",35,"17.1%","43.4%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","American Indian or Alaska Native","*","*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","White",48,"27.1%","58.0%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Asian","*","*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Hispanic/Latino of any race",66,"30.3%","55.3%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Black or African American",50,"26.0%","54.7%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","American Indian or Alaska Native","*","*","*"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","White",145,"24.1%","44.2%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Asian",58,"50.0%","67.3%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Two or More Races","*","*","*"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Hispanic/Latino of any race",454,"29.1%","45.9%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Black or African American",311,"26.4%","45.6%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","American Indian or Alaska Native","*","*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","White",24,"25.0%","51.5%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Asian","*","*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Hispanic/Latino of any race",37,"18.9%","42.7%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Black or African American",31,"19.4%","52.9%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","White","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Asian","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Hispanic/Latino of any race",38,"34.2%","53.6%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Black or African American",19,"*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","White",28,"28.6%","63.9%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Asian","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Hispanic/Latino of any race",28,"32.1%","62.1%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Black or African American","*","30.0%","64.2%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","American Indian or Alaska Native","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","White",24,"16.7%","42.5%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Asian",8,"*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Two or More Races","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Hispanic/Latino of any race",78,"11.5%","35.3%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Black or African American",69,"18.8%","42.0%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","American Indian or Alaska Native","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","White","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Hispanic/Latino of any race",41,"41.5%","74.7%"
