"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","Subject","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","ELA","High Needs",70,"45.7%","65.8%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","ELA","Non-High Needs",389,"62.5%","77.8%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Math","High Needs",68,"38.2%","55.0%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Math","Non-High Needs",389,"66.3%","84.9%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","ELA","High Needs",11,"*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","ELA","Non-High Needs",127,"59.1%","76.0%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Math","High Needs",11,"*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Math","Non-High Needs",127,"53.5%","73.5%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","ELA","High Needs",18,"*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","ELA","Non-High Needs",115,"60.9%","81.1%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Math","High Needs",18,"*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Math","Non-High Needs",115,"72.2%","92.3%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","ELA","High Needs","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Math","High Needs","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","ELA","High Needs",52,"25.0%","52.3%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","ELA","Non-High Needs",78,"43.6%","67.9%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Math","High Needs",52,"38.5%","68.6%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Math","Non-High Needs",78,"41.0%","70.5%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","ELA","High Needs",29,"48.3%","74.6%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","ELA","Non-High Needs",146,"67.1%","84.6%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Math","High Needs",29,"37.9%","77.9%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Math","Non-High Needs",145,"72.4%","90.6%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","ELA","High Needs",153,"32.7%","49.3%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","ELA","Non-High Needs",848,"45.4%","60.3%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Math","High Needs",154,"41.6%","63.2%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Math","Non-High Needs",848,"57.7%","75.0%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","ELA","High Needs",57,"36.8%","55.3%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","ELA","Non-High Needs",236,"54.7%","72.0%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Math","High Needs",57,"26.3%","45.7%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Math","Non-High Needs",235,"44.3%","60.8%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","ELA","High Needs",43,"37.2%","59.5%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","ELA","Non-High Needs",159,"64.8%","83.6%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Math","High Needs",43,"32.6%","68.1%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Math","Non-High Needs",159,"59.7%","83.6%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","ELA","High Needs",38,"63.2%","82.9%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","ELA","Non-High Needs",154,"71.4%","89.0%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Math","High Needs",38,"55.3%","77.5%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Math","Non-High Needs",154,"67.5%","90.3%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","ELA","High Needs",181,"39.2%","58.4%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","ELA","Non-High Needs",25,"48.0%","71.7%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Math","High Needs",178,"41.6%","59.8%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Math","Non-High Needs",25,"68.0%","84.1%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","ELA","High Needs",102,"32.4%","55.6%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","ELA","Non-High Needs",411,"42.6%","58.3%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Math","High Needs",103,"31.1%","45.3%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Math","Non-High Needs",413,"41.2%","56.3%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","ELA","High Needs",22,"27.3%","54.0%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","ELA","Non-High Needs",112,"51.8%","73.9%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Math","High Needs",26,"53.8%","74.6%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Math","Non-High Needs",112,"55.4%","80.8%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","ELA","High Needs",105,"33.3%","55.1%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","ELA","Non-High Needs",661,"60.1%","74.5%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Math","High Needs",110,"49.1%","68.0%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Math","Non-High Needs",664,"71.1%","84.4%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","ELA","High Needs",22,"45.5%","61.3%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","ELA","Non-High Needs",117,"57.3%","82.0%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Math","High Needs",26,"38.5%","58.8%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Math","Non-High Needs",118,"55.1%","76.5%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","ELA","High Needs",64,"29.7%","58.5%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","ELA","Non-High Needs",40,"47.5%","66.6%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Math","High Needs",68,"38.2%","70.0%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Math","Non-High Needs",40,"35.0%","71.3%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","ELA","High Needs",17,"*","*"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","ELA","Non-High Needs",106,"73.6%","89.6%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Math","High Needs",17,"*","*"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Math","Non-High Needs",106,"66.0%","84.8%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","ELA","High Needs",43,"39.5%","70.2%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","ELA","Non-High Needs",70,"61.4%","83.9%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Math","High Needs",43,"37.2%","64.1%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Math","Non-High Needs",70,"54.3%","78.9%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","ELA","High Needs",52,"44.2%","65.8%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","ELA","Non-High Needs",20,"60.0%","76.3%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Math","High Needs",52,"40.4%","70.0%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Math","Non-High Needs",20,"60.0%","75.8%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","ELA","High Needs",31,"58.1%","78.1%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","ELA","Non-High Needs",111,"64.9%","80.9%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Math","High Needs",32,"68.8%","86.3%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Math","Non-High Needs",111,"61.3%","83.7%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","ELA","High Needs",11,"*","*"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","ELA","Non-High Needs",96,"59.4%","77.0%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Math","High Needs",11,"*","*"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Math","Non-High Needs",96,"51.0%","69.3%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","ELA","High Needs",12,"*","*"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","ELA","Non-High Needs",106,"61.3%","82.6%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Math","High Needs",14,"*","*"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Math","Non-High Needs",109,"70.6%","90.4%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","ELA","High Needs",6,"*","*"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","ELA","Non-High Needs",50,"62.0%","76.6%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Math","High Needs",6,"*","*"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Math","Non-High Needs",50,"58.0%","79.8%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","ELA","High Needs",14,"*","*"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","ELA","Non-High Needs",127,"72.4%","86.7%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Math","High Needs",15,"*","*"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Math","Non-High Needs",127,"59.1%","78.1%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","ELA","High Needs",204,"47.5%","64.7%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","ELA","Non-High Needs",286,"60.8%","76.8%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Math","High Needs",208,"48.6%","65.7%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Math","Non-High Needs",286,"60.8%","79.1%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School","ELA","High Needs","*","*","*"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School","Math","High Needs","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","ELA","High Needs",55,"43.6%","64.9%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","ELA","Non-High Needs",77,"37.7%","66.6%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Math","High Needs",55,"30.9%","62.3%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Math","Non-High Needs",77,"33.8%","57.0%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","ELA","High Needs",238,"33.2%","54.8%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","ELA","Non-High Needs",264,"51.5%","70.8%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Math","High Needs",238,"47.5%","66.3%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Math","Non-High Needs",264,"61.4%","79.7%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","ELA","High Needs",169,"38.5%","57.1%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","ELA","Non-High Needs",279,"44.1%","60.9%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Math","High Needs",173,"45.1%","61.7%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Math","Non-High Needs",279,"53.4%","69.5%"
