"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Subject","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Math","Non-Special Education",74,"8.1%","38.6%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","ELA","Special Education",16,"*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","ELA","Non-Special Education",156,"39.1%","61.9%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Math","Special Education",16,"*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Math","Non-Special Education",155,"28.4%","57.2%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","ELA","Special Education",144,"27.1%","48.5%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","ELA","Non-Special Education",827,"33.3%","53.6%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Math","Special Education",140,"27.9%","41.8%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Math","Non-Special Education",834,"29.1%","47.9%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","ELA","Special Education",8,"*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","ELA","Non-Special Education",99,"53.5%","78.5%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Math","Special Education",8,"*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Math","Non-Special Education",99,"21.2%","48.8%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","ELA","Special Education",11,"*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","ELA","Non-Special Education",59,"52.5%","72.7%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Math","Special Education",11,"*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Math","Non-Special Education",60,"40.0%","57.7%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","ELA","Special Education",12,"*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","ELA","Non-Special Education",72,"55.6%","80.3%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Math","Special Education",11,"*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Math","Non-Special Education",70,"31.4%","66.0%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","ELA","Special Education",30,"33.3%","63.1%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","ELA","Non-Special Education",149,"41.6%","68.0%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Math","Special Education",30,"30.0%","44.9%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Math","Non-Special Education",151,"11.9%","37.0%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","ELA","Special Education",14,"*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","ELA","Non-Special Education",55,"30.9%","63.3%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Math","Special Education",13,"*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Math","Non-Special Education",54,"42.6%","73.5%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","ELA","Special Education",28,"25.0%","48.1%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","ELA","Non-Special Education",164,"42.7%","66.5%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Math","Special Education",28,"25.0%","37.8%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Math","Non-Special Education",163,"21.5%","35.4%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","ELA","Special Education",44,"27.3%","52.2%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","Math","Special Education",45,"37.8%","51.2%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","ELA","Special Education",24,"29.2%","58.0%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","ELA","Non-Special Education",187,"43.3%","68.5%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Math","Special Education",24,"33.3%","54.0%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Math","Non-Special Education",186,"40.3%","66.8%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","ELA","Special Education",15,"*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","ELA","Non-Special Education",107,"38.3%","70.9%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Math","Special Education",15,"*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Math","Non-Special Education",107,"56.1%","82.4%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","ELA","Special Education",12,"*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","ELA","Non-Special Education",85,"23.5%","47.9%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Math","Special Education",12,"*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Math","Non-Special Education",85,"36.5%","68.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","ELA","Special Education",63,"41.3%","72.5%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","ELA","Non-Special Education",470,"47.9%","69.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Math","Special Education",62,"25.8%","42.5%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Math","Non-Special Education",471,"36.5%","55.5%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","ELA","Special Education",15,"*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","ELA","Non-Special Education",77,"44.2%","72.0%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Math","Special Education",15,"*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Math","Non-Special Education",78,"25.6%","57.0%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","ELA","Special Education",86,"34.9%","52.8%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","ELA","Non-Special Education",694,"46.4%","62.8%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Math","Special Education",84,"34.5%","56.4%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Math","Non-Special Education",692,"50.9%","69.2%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","ELA","Special Education",12,"*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","ELA","Non-Special Education",73,"53.4%","79.0%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Math","Special Education",12,"*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Math","Non-Special Education",73,"49.3%","78.8%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","ELA","Special Education",9,"*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","ELA","Non-Special Education",46,"54.3%","76.5%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Math","Special Education",9,"*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Math","Non-Special Education",46,"65.2%","90.9%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","ELA","Special Education","*","*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","ELA","Non-Special Education","*","68.6%","90.1%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Math","Special Education","*","*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Math","Non-Special Education","*","68.6%","90.8%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","ELA","Special Education","*","*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","Math","Special Education","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","ELA","Special Education",46,"39.1%","60.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","ELA","Non-Special Education",296,"32.8%","58.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Math","Special Education",46,"28.3%","52.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Math","Non-Special Education",297,"33.7%","56.8%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","ELA","Special Education",30,"16.7%","35.0%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Math","Special Education",26,"23.1%","40.2%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","ELA","Special Education",15,"*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","ELA","Non-Special Education",52,"44.2%","66.9%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Math","Special Education",15,"*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Math","Non-Special Education",52,"53.8%","76.1%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","ELA","Special Education",26,"34.6%","54.3%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","ELA","Non-Special Education",262,"51.9%","70.5%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Math","Special Education",25,"56.0%","69.6%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Math","Non-Special Education",258,"65.5%","82.9%"
