"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Math","Eligible for Free Lunch","*","39.0%","63.4%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School","ELA","Eligible for Free Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School","Math","Eligible for Free Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","ELA","Eligible for Free Lunch","*","40.0%","60.7%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Math","Eligible for Free Lunch","*","35.3%","59.9%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","ELA","Eligible for Free Lunch","*","33.6%","55.0%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Math","Eligible for Free Lunch","*","36.6%","60.5%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","ELA","Eligible for Free Lunch","*","35.3%","56.7%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Math","Eligible for Free Lunch","*","33.0%","50.6%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641911""","Milner School","ELA","Eligible for Free Lunch","*","21.5%","45.4%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Math","Eligible for Free Lunch","*","32.1%","51.7%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","ELA","Eligible for Free Lunch","*","30.6%","53.9%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","ELA","Not Eligible for Free/Reduced Lunch",40,"40.0%","56.8%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Math","Eligible for Free Lunch","*","20.0%","41.8%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Math","Not Eligible for Free/Reduced Lunch",37,"24.3%","43.9%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Math","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","ELA","Eligible for Free Lunch",12,"*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Math","Eligible for Free Lunch",12,"*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","ELA","Eligible for Free Lunch","*","38.8%","63.0%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Math","Eligible for Free Lunch","*","40.9%","63.6%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","ELA","Eligible for Free Lunch","*","28.1%","58.0%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Math","Eligible for Free Lunch","*","30.8%","56.5%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","ELA","Eligible for Free Lunch",324,"45.1%","67.5%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","ELA","Not Eligible for Free/Reduced Lunch",44,"40.9%","59.9%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Math","Eligible for Free Lunch",323,"35.0%","58.9%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Math","Not Eligible for Free/Reduced Lunch",44,"31.8%","59.7%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","ELA","Eligible for Free Lunch","*","25.5%","52.0%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Math","Eligible for Free Lunch","*","32.1%","55.6%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","ELA","Eligible for Free Lunch",44,"27.3%","42.2%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Math","Eligible for Free Lunch",45,"24.4%","47.9%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Math","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640111""","SAND School","ELA","Eligible for Free Lunch","*","30.1%","54.6%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Math","Eligible for Free Lunch","*","27.4%","49.4%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","ELA","Eligible for Free Lunch",83,"50.6%","73.4%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","ELA","Not Eligible for Free/Reduced Lunch",99,"64.6%","81.7%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","ELA","Eligible for Reduced Lunch",8,"*","*"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Math","Eligible for Free Lunch",82,"56.1%","78.1%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Math","Not Eligible for Free/Reduced Lunch",99,"68.7%","84.0%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Math","Eligible for Reduced Lunch",8,"*","*"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","ELA","Eligible for Free Lunch",99,"19.2%","44.3%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Math","Eligible for Free Lunch","*","32.3%","59.0%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","ELA","Eligible for Free Lunch",112,"27.7%","49.9%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Math","Eligible for Free Lunch","*","22.3%","41.1%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","ELA","Eligible for Free Lunch",192,"21.4%","41.5%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","ELA","Not Eligible for Free/Reduced Lunch","*","36.5%","52.8%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Math","Eligible for Free Lunch",193,"24.9%","45.8%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Math","Not Eligible for Free/Reduced Lunch","*","33.3%","46.7%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Math","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","ELA","Eligible for Free Lunch",153,"29.4%","49.8%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","ELA","Not Eligible for Free/Reduced Lunch",110,"40.0%","62.2%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","ELA","Eligible for Reduced Lunch",16,"*","*"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Math","Eligible for Free Lunch",152,"37.5%","59.8%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Math","Not Eligible for Free/Reduced Lunch",109,"29.4%","64.1%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Math","Eligible for Reduced Lunch",16,"*","*"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","ELA","Eligible for Free Lunch","*","26.5%","50.3%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","Math","Eligible for Free Lunch","*","45.3%","68.9%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School","ELA","Eligible for Free Lunch",119,"18.5%","37.9%"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School","Math","Eligible for Free Lunch",117,"23.9%","46.1%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","ELA","Eligible for Free Lunch","*","*","*"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","ELA","Not Eligible for Free/Reduced Lunch",91,"59.3%","81.0%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Math","Eligible for Free Lunch","*","*","*"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Math","Not Eligible for Free/Reduced Lunch",90,"63.3%","85.5%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","ELA","Eligible for Free Lunch",29,"31.0%","68.7%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","ELA","Not Eligible for Free/Reduced Lunch",304,"47.0%","69.5%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","ELA","Eligible for Reduced Lunch",7,"*","*"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Math","Eligible for Free Lunch",29,"51.7%","82.1%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Math","Not Eligible for Free/Reduced Lunch",304,"56.6%","81.7%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Math","Eligible for Reduced Lunch",7,"*","*"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","ELA","Eligible for Free Lunch",87,"44.8%","62.9%"
