"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Female","*","*","*"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Male",231,"45.0%","61.1%"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Female",191,"55.5%","71.5%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Male",21,"52.4%","79.5%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Female",25,"44.0%","71.0%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Male",137,"49.6%","73.9%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Female",116,"63.8%","81.5%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Male",53,"26.4%","48.9%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Female",55,"40.0%","63.7%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Male",105,"39.0%","64.9%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Female",103,"43.7%","74.5%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Male",61,"27.9%","54.8%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Female",69,"44.9%","73.7%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Male",83,"30.1%","49.0%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Female",87,"26.4%","54.2%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Male",75,"49.3%","68.7%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Female",73,"49.3%","74.1%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Male",303,"46.2%","64.9%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Female",336,"49.1%","69.4%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Male",88,"33.0%","59.4%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Female",93,"36.6%","65.0%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Male",61,"41.0%","64.2%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Female",73,"35.6%","63.1%"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Male","*","*","*"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Female","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Male","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Female","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Male",48,"41.7%","70.2%"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Female",46,"54.3%","78.5%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Male",294,"32.7%","52.7%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Female",286,"33.9%","52.0%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Male",41,"36.6%","65.4%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Female",46,"39.1%","64.5%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Male",47,"21.3%","43.6%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Female",48,"41.7%","61.2%"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","Male","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Male","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Female","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Male",161,"37.9%","57.1%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Female",132,"48.5%","65.5%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Male",37,"32.4%","49.6%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Female",38,"31.6%","53.1%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Male",22,"36.4%","58.1%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Female",24,"12.5%","37.3%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Male",44,"38.6%","64.6%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Female",42,"54.8%","76.8%"
"=""0830011""","Middletown School District","=""0830311""","OASIS","Male","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Male",7,"*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Female",13,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Male",37,"32.4%","59.5%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Female",35,"37.1%","67.7%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Male",47,"25.5%","59.2%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Female",41,"43.9%","64.5%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Male",42,"31.0%","64.8%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Female",40,"47.5%","70.2%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Male",301,"37.9%","52.8%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Female",330,"38.5%","58.0%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Male",44,"38.6%","64.8%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Female",51,"56.9%","75.0%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Male",212,"46.7%","64.7%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Female",225,"52.0%","66.6%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Male",286,"47.9%","64.6%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Female",205,"49.3%","66.1%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Male",64,"51.6%","80.6%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Female",50,"50.0%","75.8%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Male",44,"47.7%","65.5%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Female",42,"38.1%","65.6%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Male",69,"43.5%","64.3%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Female",58,"50.0%","73.2%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Male",47,"42.6%","73.7%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Female",41,"43.9%","72.0%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Male",70,"51.4%","77.6%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Female",50,"54.0%","80.4%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Male",53,"49.1%","73.6%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Female",57,"59.6%","78.7%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Male",48,"50.0%","77.2%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Female",40,"65.0%","93.8%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Male",219,"42.0%","63.4%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Female",208,"46.2%","62.8%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Male",89,"46.1%","65.8%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Female",81,"61.7%","83.2%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Male",390,"40.8%","55.1%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Female",367,"49.6%","64.4%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Male",46,"60.9%","74.7%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Female",59,"61.0%","77.2%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Male",69,"44.9%","62.0%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Female",80,"65.0%","79.0%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Male",50,"44.0%","71.5%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Female",58,"48.3%","69.0%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Male",262,"37.4%","57.8%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Female",253,"41.9%","60.0%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Male",46,"43.5%","65.4%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Female",58,"39.7%","65.8%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Male",53,"71.7%","91.0%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Female",50,"72.0%","92.9%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Male",21,"33.3%","54.4%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Female",24,"12.5%","39.3%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Male",358,"36.3%","57.3%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Female",276,"39.1%","57.2%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Male",148,"45.9%","74.1%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Female",142,"58.5%","79.2%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Male",160,"42.5%","65.9%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Female",137,"46.7%","71.4%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Male",31,"29.0%","56.7%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Female",20,"45.0%","64.3%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Male",57,"31.6%","57.4%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Female",49,"40.8%","70.9%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Male",25,"28.0%","63.3%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Female",22,"50.0%","82.6%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Male",31,"58.1%","81.0%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Female",27,"55.6%","69.8%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Male",82,"36.6%","56.7%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Female",87,"32.2%","56.9%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Male","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Female","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Male","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Female","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Male",65,"24.6%","51.3%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Female",53,"34.0%","61.9%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Male",174,"33.9%","58.0%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Female",216,"25.9%","49.4%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Male",66,"28.8%","59.2%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Female",39,"33.3%","54.6%"
