"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0640011""","Hartford School District","=""0642411""","Clark School","White","*","*","*"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Two or More Races","*","*","*"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Hispanic/Latino of any race",66,"25.8%","50.1%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Black or African American",33,"24.2%","51.8%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","White",42,"45.2%","57.2%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Asian",9,"*","*"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Two or More Races",9,"*","*"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Hispanic/Latino of any race",81,"22.2%","45.2%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Black or African American",120,"19.2%","41.0%"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Hispanic/Latino of any race","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Black or African American","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","Hispanic/Latino of any race","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","Black or African American","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","American Indian or Alaska Native","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","White",74,"47.3%","66.1%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Asian",15,"*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Two or More Races","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Hispanic/Latino of any race",160,"31.3%","52.7%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Black or African American",39,"33.3%","53.5%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","White","*","*","*"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Hispanic/Latino of any race",126,"32.5%","62.4%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Black or African American","*","*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","White","*","*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Two or More Races","*","*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Hispanic/Latino of any race",58,"24.1%","47.8%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Black or African American",141,"30.5%","55.8%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","American Indian or Alaska Native","*","*","*"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","White",115,"40.0%","54.0%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Asian","*","39.1%","56.7%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Two or More Races",30,"26.7%","40.8%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Hispanic/Latino of any race",293,"28.7%","47.7%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Black or African American",131,"28.2%","48.9%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","American Indian or Alaska Native","*","*","*"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","White","*","*","*"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Hispanic/Latino of any race",197,"29.9%","56.2%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Black or African American",48,"41.7%","66.3%"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School","Hispanic/Latino of any race","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","American Indian or Alaska Native","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","White","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Asian",21,"42.9%","68.8%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Hispanic/Latino of any race",170,"36.5%","57.3%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Black or African American",24,"62.5%","84.2%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Asian","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Two or More Races","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Hispanic/Latino of any race",31,"25.8%","46.9%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Black or African American",93,"34.4%","56.4%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","White","*","*","*"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Asian","*","*","*"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Hispanic/Latino of any race",150,"33.3%","54.6%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Black or African American",18,"*","*"
"=""0640011""","Hartford School District","=""0641911""","Milner School","American Indian or Alaska Native","*","*","*"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Two or More Races","*","*","*"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Hispanic/Latino of any race",68,"27.9%","49.0%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Black or African American",60,"15.0%","42.3%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","White",17,"*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Asian","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Two or More Races","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Hispanic/Latino of any race",21,"38.1%","62.5%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Black or African American",30,"26.7%","46.0%"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","White","*","*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Asian","*","*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Hispanic/Latino of any race",13,"*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Black or African American",6,"*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","American Indian or Alaska Native","*","*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","White",62,"38.7%","62.2%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Asian","*","*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Hispanic/Latino of any race",181,"38.7%","62.3%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Black or African American",19,"*","*"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","White","*","*","*"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Asian","*","*","*"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Two or More Races","*","*","*"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Hispanic/Latino of any race",110,"30.9%","60.7%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Black or African American",13,"*","*"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","American Indian or Alaska Native","*","*","*"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","White",98,"50.0%","68.6%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Asian","*","*","*"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Two or More Races",11,"*","*"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Hispanic/Latino of any race",167,"38.3%","65.8%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Black or African American",85,"49.4%","66.7%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","White","*","*","*"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Asian","*","*","*"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Hispanic/Latino of any race",27,"25.9%","54.8%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Black or African American",135,"23.7%","48.9%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","White","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Asian",6,"*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Two or More Races","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Hispanic/Latino of any race",18,"*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Black or African American",28,"28.6%","41.8%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","White","*","*","*"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Hispanic/Latino of any race",100,"28.0%","54.9%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Black or African American","*","37.8%","55.5%"
