"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Non-ELL","*","46.0%","62.0%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","ELL","*","*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Non-ELL","*","65.0%","85.5%"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","Non-ELL","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","ELL","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Non-ELL","*","50.0%","72.8%"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","Non-ELL","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","Non-ELL",196,"64.3%","86.9%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","Non-ELL",164,"51.8%","77.2%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","ELL",12,"*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Non-ELL",137,"77.4%","96.0%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","ELL",13,"*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Non-ELL",126,"52.4%","78.5%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","ELL",11,"*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Non-ELL",153,"68.6%","90.0%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","ELL","*","*","*"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Non-ELL","*","64.6%","83.2%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","ELL",10,"*","*"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Non-ELL",122,"32.8%","62.9%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","ELL",23,"34.8%","60.7%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Non-ELL",488,"60.5%","77.0%"
"=""1600011""","Willington School District","=""1600111""","Center School","Non-ELL",48,"33.3%","60.4%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","ELL","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Non-ELL","*","49.7%","73.4%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","ELL","*","*","*"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Non-ELL","*","52.7%","77.7%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","Non-ELL",954,"64.9%","82.4%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","ELL","*","*","*"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","Non-ELL","*","16.1%","43.4%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","ELL",8,"*","*"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","Non-ELL",145,"44.8%","64.3%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","ELL",22,"50.0%","73.5%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","Non-ELL",254,"55.5%","77.4%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","ELL",36,"38.9%","82.4%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","Non-ELL",49,"51.0%","73.3%"
"=""1630011""","Windham School District","=""1630311""","North Windham School","ELL",37,"32.4%","59.4%"
"=""1630011""","Windham School District","=""1630311""","North Windham School","Non-ELL",90,"34.4%","70.2%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","ELL",27,"33.3%","70.1%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School","Non-ELL",48,"58.3%","92.3%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","ELL",16,"*","*"
"=""1630011""","Windham School District","=""1630511""","Windham Center School","Non-ELL",55,"65.5%","86.8%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","ELL",116,"28.4%","43.9%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School","Non-ELL",370,"35.1%","51.4%"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","ELL",9,"*","*"
"=""1650011""","Windsor Locks School District","=""1650411""","South Elementary School","Non-ELL",241,"55.6%","79.7%"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","ELL",9,"*","*"
"=""1650011""","Windsor Locks School District","=""1655111""","Windsor Locks Middle School","Non-ELL",307,"37.1%","54.9%"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","ELL","*","*","*"
"=""1640011""","Windsor School District","=""1640111""","Clover Street School","Non-ELL","*","32.7%","61.2%"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","ELL",8,"*","*"
"=""1640011""","Windsor School District","=""1640811""","John F. Kennedy School","Non-ELL",230,"34.8%","65.2%"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","ELL",14,"*","*"
"=""1640011""","Windsor School District","=""1645311""","Sage Park Middle School","Non-ELL",601,"42.9%","63.8%"
"=""1660011""","Wolcott School District","=""1660311""","ABC Classroom","Non-ELL","*","*","*"
"=""1660011""","Wolcott School District","=""1660611""","Alcott School","Non-ELL",92,"53.3%","82.0%"
"=""1660011""","Wolcott School District","=""1660211""","Frisbie School","ELL","*","*","*"
"=""1660011""","Wolcott School District","=""1660211""","Frisbie School","Non-ELL","*","65.2%","86.8%"
"=""1660011""","Wolcott School District","=""1665111""","Tyrrell Middle School","Non-ELL",579,"48.4%","67.9%"
"=""1660011""","Wolcott School District","=""1660511""","Wakelee School","ELL","*","*","*"
"=""1660011""","Wolcott School District","=""1660511""","Wakelee School","Non-ELL","*","43.3%","74.0%"
"=""1670011""","Woodbridge School District","=""1670311""","Beecher Road School","ELL",6,"*","*"
"=""1670011""","Woodbridge School District","=""1670311""","Beecher Road School","Non-ELL",280,"65.4%","87.1%"
"=""1690011""","Woodstock School District","=""1690211""","Woodstock Elementary School","Non-ELL",73,"19.2%","52.3%"
"=""1690011""","Woodstock School District","=""1695111""","Woodstock Middle School","Non-ELL",383,"40.7%","59.9%"

