"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Male",21,"71.4%","88.2%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Female",25,"48.0%","76.9%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Male",137,"59.9%","81.9%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Female",115,"60.9%","86.7%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Male",53,"26.4%","63.6%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Female",55,"50.9%","79.5%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Male",103,"50.5%","77.6%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Female",104,"59.6%","84.6%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Male",65,"27.7%","54.1%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Female",75,"32.0%","62.2%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Male",84,"23.8%","55.2%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Female",84,"34.5%","63.9%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Male",74,"50.0%","71.3%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Female",73,"43.8%","78.8%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Male",304,"48.0%","66.7%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Female",336,"46.4%","65.3%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Male",88,"42.0%","73.2%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Female",93,"43.0%","71.1%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Male",60,"36.7%","63.4%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Female",73,"28.8%","56.0%"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Male","*","*","*"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Female","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Male","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Female","*","*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Male",48,"70.8%","96.1%"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Female",46,"52.2%","81.1%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Male",292,"28.8%","48.1%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Female",282,"32.6%","51.9%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Male",41,"34.1%","68.3%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Female",46,"21.7%","54.4%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Male",48,"20.8%","45.9%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Female",48,"27.1%","53.1%"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","Male","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Male","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Female","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Male",161,"42.2%","62.8%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Female",132,"37.9%","55.9%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Male",37,"54.1%","75.6%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Female",38,"65.8%","87.3%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Male",22,"18.2%","39.1%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Female",25,"28.0%","60.0%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Male",44,"50.0%","68.2%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Female",42,"47.6%","74.1%"
"=""0830011""","Middletown School District","=""0830311""","OASIS","Male","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Male",7,"*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Female",13,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Male",37,"32.4%","53.2%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Female",35,"37.1%","66.1%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Male",47,"42.6%","68.1%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Female",41,"29.3%","64.7%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Male",42,"57.1%","73.6%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Female",40,"77.5%","94.8%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Male",301,"31.2%","45.7%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Female",332,"34.3%","49.0%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Male",44,"54.5%","80.3%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Female",51,"54.9%","80.2%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Male",212,"41.0%","58.9%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Female",224,"37.5%","54.9%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Male",286,"49.0%","67.3%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Female",202,"53.0%","70.2%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Male",64,"32.8%","70.4%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Female",50,"34.0%","65.0%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Male",44,"40.9%","62.8%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Female",42,"33.3%","64.4%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Male",66,"36.4%","69.6%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Female",58,"50.0%","75.4%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Male",47,"46.8%","75.4%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Female",41,"48.8%","69.9%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Male",70,"75.7%","99.1%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Female",50,"74.0%","96.7%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Male",53,"43.4%","68.5%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Female",57,"33.3%","62.1%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Male",48,"68.8%","92.3%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Female",39,"61.5%","84.8%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Male",219,"41.6%","57.5%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Female",209,"40.7%","57.2%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Male",89,"43.8%","68.7%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Female",81,"46.9%","73.2%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Male",390,"46.4%","64.9%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Female",366,"47.3%","68.4%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Male",46,"60.9%","77.2%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Female",59,"67.8%","87.1%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Male",69,"60.9%","84.7%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Female",80,"56.3%","83.1%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Male",50,"42.0%","72.3%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Female",58,"53.4%","78.5%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Male",262,"40.1%","59.9%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Female",253,"33.2%","54.9%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Male",47,"59.6%","83.4%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Female",58,"55.2%","83.0%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Male",53,"69.8%","94.4%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Female",50,"86.0%","100.0%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Male",20,"35.0%","57.4%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Female",25,"36.0%","73.2%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Male",356,"27.5%","43.6%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Female",276,"22.5%","37.4%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Male",151,"45.7%","66.3%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Female",142,"52.8%","70.5%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Male",161,"26.7%","49.9%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Female",139,"33.8%","57.0%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Male",31,"41.9%","75.6%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Female",20,"25.0%","61.2%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Male",57,"24.6%","66.0%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Female",50,"18.0%","53.9%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Male",25,"48.0%","79.4%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Female",22,"45.5%","79.8%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Male",31,"61.3%","92.6%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Female",27,"55.6%","87.3%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Male",82,"29.3%","55.5%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Female",87,"33.3%","53.2%"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Male","*","*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","Female","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Male","*","*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","Female","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Male",66,"9.1%","28.3%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Female",54,"13.0%","29.2%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Male",174,"17.8%","39.8%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Female",217,"21.7%","43.3%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Male",67,"19.4%","45.9%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Female",39,"12.8%","39.1%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Male",55,"47.3%","70.0%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Female",58,"48.3%","77.2%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Male",75,"32.0%","44.9%"
