"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Special Education",11,"*","*"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Non-Special Education",60,"43.3%","72.1%"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Special Education",7,"*","*"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Non-Special Education",40,"52.5%","79.1%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Special Education",50,"26.0%","49.8%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Non-Special Education",402,"55.2%","70.6%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Special Education",16,"*","*"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Non-Special Education",103,"27.2%","58.6%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Special Education",10,"*","*"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Non-Special Education",93,"65.6%","90.9%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Special Education",42,"21.4%","38.5%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Non-Special Education",346,"54.0%","74.6%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Special Education","*","*","*"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Non-Special Education","*","25.9%","49.6%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Special Education",90,"26.7%","48.9%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Non-Special Education",609,"25.1%","41.6%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Special Education",12,"*","*"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Non-Special Education",80,"28.8%","52.9%"
"=""0770011""","Manchester School District","=""0779011""","Manchester Regional Academy","Special Education","*","*","*"
"=""0770011""","Manchester School District","=""0779011""","Manchester Regional Academy","Non-Special Education","*","*","*"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Special Education",6,"*","*"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Non-Special Education",67,"16.4%","40.7%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Special Education",8,"*","*"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Non-Special Education",68,"35.3%","69.1%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Special Education",13,"*","*"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Non-Special Education",95,"22.1%","49.4%"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Special Education",6,"*","*"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Non-Special Education",83,"25.3%","53.2%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Special Education",17,"*","*"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Non-Special Education",85,"29.4%","52.5%"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Special Education","*","*","*"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Non-Special Education","*","79.1%","96.6%"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Special Education","*","*","*"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Non-Special Education","*","*","*"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Special Education",49,"30.6%","51.4%"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Non-Special Education",377,"54.1%","69.3%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Special Education",9,"*","*"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Non-Special Education",37,"62.2%","83.7%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Special Education",18,"*","*"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Non-Special Education",234,"61.5%","85.4%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Special Education",12,"*","*"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Non-Special Education",96,"39.6%","70.7%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Special Education",36,"52.8%","81.8%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Non-Special Education",171,"55.6%","81.0%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Special Education",25,"32.0%","42.6%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Non-Special Education",115,"29.6%","61.9%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Special Education",18,"*","*"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Non-Special Education",150,"28.7%","58.6%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Special Education",26,"50.0%","73.4%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Non-Special Education",121,"46.3%","75.4%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Special Education",85,"34.1%","50.5%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Non-Special Education",555,"49.2%","68.4%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Special Education",22,"31.8%","58.9%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Non-Special Education",159,"44.0%","73.9%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Special Education",27,"37.0%","60.4%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Non-Special Education",106,"31.1%","59.1%"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","Special Education","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","Special Education",13,"*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Special Education",23,"47.8%","79.0%"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Non-Special Education",71,"66.2%","92.0%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Special Education",87,"23.0%","38.6%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Non-Special Education",487,"32.0%","52.0%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Special Education",11,"*","*"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Non-Special Education",76,"26.3%","60.5%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Special Education",13,"*","*"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Non-Special Education",83,"25.3%","51.5%"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Special Education",33,"27.3%","43.2%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Non-Special Education",260,"41.9%","61.8%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Non-Special Education","*","59.7%","80.8%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Special Education",8,"*","*"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Non-Special Education",39,"25.6%","51.9%"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Non-Special Education","*","48.1%","70.1%"
"=""0830011""","Middletown School District","=""0830311""","OASIS","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Non-Special Education",20,"75.0%","84.5%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Special Education",10,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Non-Special Education",62,"37.1%","62.2%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Special Education","*","*","*"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Non-Special Education","*","36.1%","66.8%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Special Education",8,"*","*"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Non-Special Education",74,"68.9%","85.4%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Special Education",64,"21.9%","38.7%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Non-Special Education",569,"34.1%","48.4%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Special Education",13,"*","*"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Non-Special Education",82,"54.9%","81.0%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Special Education",53,"32.1%","49.9%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Non-Special Education",383,"40.2%","57.8%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Special Education",46,"47.8%","65.3%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Non-Special Education",442,"50.9%","68.8%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Special Education",11,"*","*"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Non-Special Education",103,"35.0%","68.9%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Special Education","*","*","*"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Non-Special Education","*","37.0%","63.5%"
