"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Subject","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","ELA","Male",46,"56.5%","80.4%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","ELA","Female",39,"46.2%","71.1%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Math","Male",46,"50.0%","75.3%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Math","Female",39,"48.7%","80.3%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","ELA","Male",28,"50.0%","73.3%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","ELA","Female",27,"55.6%","78.2%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Math","Male",28,"64.3%","95.2%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Math","Female",27,"63.0%","85.9%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","ELA","Male",23,"65.2%","89.9%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","ELA","Female",17,"*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Math","Male",23,"60.9%","86.3%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Math","Female",17,"*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","ELA","Male","*","*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","Math","Male","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","ELA","Male",181,"35.4%","59.7%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","ELA","Female",161,"31.7%","57.5%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Math","Male",181,"35.4%","57.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Math","Female",162,"30.2%","54.8%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","ELA","Male","*","17.9%","33.8%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","ELA","Female","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Math","Male","*","25.0%","41.4%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Math","Female","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","ELA","Male",36,"50.0%","71.3%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","ELA","Female",31,"22.6%","44.7%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Math","Male",36,"52.8%","70.8%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Math","Female",31,"41.9%","66.1%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","ELA","Male",156,"55.1%","71.9%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","ELA","Female",132,"44.7%","65.5%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Math","Male",153,"61.4%","77.7%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Math","Female",130,"68.5%","86.5%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","ELA","Male",109,"66.1%","87.4%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","ELA","Female",103,"70.9%","86.7%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Math","Male",110,"65.5%","92.5%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Math","Female",102,"72.5%","91.4%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","ELA","Male","*","*","*"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","Math","Male","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","ELA","Male",27,"44.4%","77.5%"
"=""0480011""","Ellington School District","=""0480111""","Center School","ELA","Female",34,"55.9%","70.7%"
"=""0480011""","Ellington School District","=""0480111""","Center School","Math","Male",27,"48.1%","81.5%"
"=""0480011""","Ellington School District","=""0480111""","Center School","Math","Female",34,"41.2%","79.8%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","ELA","Male",20,"50.0%","76.8%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","ELA","Female",22,"45.5%","82.1%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Math","Male",20,"45.0%","78.2%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Math","Female",22,"36.4%","60.7%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","ELA","Male",218,"33.5%","52.2%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","ELA","Female",181,"44.2%","64.1%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Math","Male",218,"45.0%","65.1%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Math","Female",181,"44.8%","65.7%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","ELA","Male",205,"42.0%","59.8%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","ELA","Female",214,"54.7%","73.4%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Math","Male",205,"49.3%","68.0%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Math","Female",215,"47.9%","68.9%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","ELA","Male",51,"56.9%","85.0%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","ELA","Female",38,"52.6%","68.5%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Math","Male",51,"66.7%","93.6%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Math","Female",38,"52.6%","82.9%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","ELA","Male",125,"53.6%","72.4%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","ELA","Female",185,"55.1%","77.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Math","Male",125,"44.0%","61.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Math","Female",185,"48.1%","71.8%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","ELA","Male",105,"41.0%","66.3%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","ELA","Female",108,"40.7%","65.1%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Math","Male",105,"42.9%","61.9%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Math","Female",108,"39.8%","64.2%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","ELA","Male",118,"44.1%","70.1%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","ELA","Female",134,"59.7%","80.6%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Math","Male",119,"51.3%","78.7%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Math","Female",134,"48.5%","75.8%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","ELA","Male",493,"42.4%","62.1%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","ELA","Female",498,"43.4%","63.6%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Math","Male",492,"29.3%","49.8%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Math","Female",493,"32.5%","54.4%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","ELA","Male","*","*","*"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","Math","Male","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","ELA","Male",122,"41.8%","70.6%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","ELA","Female",121,"57.0%","80.4%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Math","Male",122,"27.0%","59.2%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Math","Female",121,"28.1%","61.3%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","ELA","Male",92,"51.1%","69.0%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","ELA","Female",89,"51.7%","71.5%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Math","Male",93,"61.3%","78.3%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Math","Female",89,"56.2%","86.0%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","ELA","Male",64,"64.1%","84.0%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","ELA","Female",64,"65.6%","86.4%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Math","Male",64,"62.5%","90.4%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Math","Female",64,"56.3%","78.1%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","ELA","Male",55,"70.9%","87.6%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","ELA","Female",49,"65.3%","88.7%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Math","Male",55,"70.9%","92.5%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Math","Female",49,"44.9%","76.3%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","ELA","Male",431,"43.2%","61.1%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","ELA","Female",400,"48.8%","68.2%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Math","Male",428,"46.0%","62.1%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Math","Female",398,"47.7%","67.1%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","ELA","Male",46,"58.7%","88.4%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","ELA","Female",78,"65.4%","85.2%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Math","Male",45,"55.6%","83.2%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Math","Female",78,"50.0%","71.8%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","ELA","Male",76,"59.2%","79.4%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","ELA","Female",49,"44.9%","74.0%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Math","Male",76,"56.6%","86.5%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Math","Female",49,"57.1%","86.6%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","ELA","Male",66,"34.8%","59.8%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","ELA","Female",70,"31.4%","55.6%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Math","Male",68,"58.8%","89.6%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Math","Female",70,"54.3%","83.7%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","ELA","Male",72,"48.6%","72.8%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","ELA","Female",77,"55.8%","78.0%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Math","Male",72,"47.2%","68.8%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Math","Female",77,"53.2%","76.6%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","ELA","Male",76,"40.8%","66.2%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","ELA","Female",82,"56.1%","75.4%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Math","Male",76,"44.7%","69.6%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Math","Female",82,"43.9%","69.0%"
