"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Non-High Needs",51,"29.4%","61.2%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","High Needs",131,"48.1%","75.1%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Non-High Needs",16,"*","*"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","High Needs",438,"42.9%","61.6%"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","Non-High Needs",202,"56.4%","75.5%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","High Needs",119,"40.3%","69.3%"
"=""0800011""","Meriden School District","=""0800711""","Nathan Hale School","Non-High Needs",62,"46.8%","77.4%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","High Needs",114,"33.3%","60.5%"
"=""0800011""","Meriden School District","=""0800811""","Roger Sherman School","Non-High Needs",19,"*","*"
"=""0800011""","Meriden School District","=""0800911""","STEP-Meriden School District","High Needs","*","*","*"
"=""0800011""","Meriden School District","=""0801211""","STEPS-Meriden School District","High Needs",13,"*","*"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","High Needs",45,"57.8%","87.3%"
"=""0800011""","Meriden School District","=""0801011""","Thomas Hooker School","Non-High Needs",49,"65.3%","90.1%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","High Needs",420,"27.9%","47.0%"
"=""0800011""","Meriden School District","=""0805411""","Washington Middle School","Non-High Needs",154,"38.3%","58.1%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","High Needs",53,"24.5%","56.2%"
"=""0830011""","Middletown School District","=""0830211""","Bielefield School","Non-High Needs",34,"32.4%","68.4%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","High Needs",52,"17.3%","43.8%"
"=""0830011""","Middletown School District","=""0830511""","Farm Hill School","Non-High Needs",44,"31.8%","56.2%"
"=""0830011""","Middletown School District","=""0830711""","ICM - Lawrence","High Needs","*","*","*"
"=""0830011""","Middletown School District","=""0832011""","ICM - Spencer","High Needs","*","*","*"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","High Needs",133,"39.1%","60.7%"
"=""0830011""","Middletown School District","=""0831511""","Keigwin Middle School","Non-High Needs",160,"41.3%","58.9%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","High Needs",26,"65.4%","86.6%"
"=""0830011""","Middletown School District","=""0831311""","Lawrence School","Non-High Needs",49,"57.1%","78.8%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","High Needs",39,"23.1%","50.8%"
"=""0830011""","Middletown School District","=""0830911""","MacDonough School","Non-High Needs",8,"*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","High Needs",18,"*","*"
"=""0830011""","Middletown School District","=""0831211""","Moody School","Non-High Needs",68,"50.0%","72.7%"
"=""0830011""","Middletown School District","=""0830311""","OASIS","High Needs","*","*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","High Needs",8,"*","*"
"=""0830011""","Middletown School District","=""0832111""","STEM - Macdonough","Non-High Needs",12,"*","*"
"=""0830011""","Middletown School District","=""0831111""","Snow School","High Needs",38,"28.9%","54.2%"
"=""0830011""","Middletown School District","=""0831111""","Snow School","Non-High Needs",34,"41.2%","65.4%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","High Needs",46,"23.9%","59.2%"
"=""0830011""","Middletown School District","=""0830111""","Spencer School","Non-High Needs",42,"50.0%","74.5%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","High Needs",35,"57.1%","76.0%"
"=""0830011""","Middletown School District","=""0831411""","Wesley School","Non-High Needs",47,"74.5%","89.9%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","High Needs",288,"29.9%","44.3%"
"=""0830011""","Middletown School District","=""0835411""","Woodrow Wilson Middle School","Non-High Needs",345,"35.4%","50.0%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","High Needs",34,"52.9%","75.7%"
"=""0840011""","Milford School District","=""0840111""","Calf Pen Meadow School","Non-High Needs",61,"55.7%","82.8%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","High Needs",128,"35.2%","50.2%"
"=""0840011""","Milford School District","=""0845111""","East Shore Middle School","Non-High Needs",308,"40.9%","59.6%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","High Needs",104,"38.5%","61.6%"
"=""0840011""","Milford School District","=""0845211""","Harborside Middle School","Non-High Needs",384,"53.9%","70.4%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","High Needs",37,"29.7%","66.3%"
"=""0840011""","Milford School District","=""0841911""","J. F. Kennedy School","Non-High Needs",77,"35.1%","68.9%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","High Needs",22,"31.8%","61.5%"
"=""0840011""","Milford School District","=""0841611""","Live Oaks School","Non-High Needs",64,"39.1%","64.3%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","High Needs",26,"53.8%","90.9%"
"=""0840011""","Milford School District","=""0841711""","Mathewson School","Non-High Needs",98,"39.8%","67.4%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","High Needs",36,"41.7%","65.2%"
"=""0840011""","Milford School District","=""0840711""","Meadowside School","Non-High Needs",52,"51.9%","78.1%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","High Needs",23,"65.2%","92.6%"
"=""0840011""","Milford School District","=""0840811""","Orange Avenue School","Non-High Needs",97,"77.3%","99.4%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","High Needs",26,"38.5%","61.5%"
"=""0840011""","Milford School District","=""0841811""","Orchard Hills School","Non-High Needs",84,"38.1%","66.3%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","High Needs",41,"58.5%","84.6%"
"=""0840011""","Milford School District","=""0841011""","Pumpkin Delight School","Non-High Needs",46,"71.7%","92.8%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","High Needs",163,"33.7%","51.4%"
"=""0840011""","Milford School District","=""0845311""","West Shore Middle School","Non-High Needs",265,"45.7%","61.0%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","High Needs",29,"44.8%","61.1%"
"=""0850011""","Monroe School District","=""0850511""","Fawn Hollow Elementary School","Non-High Needs",141,"45.4%","72.8%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","High Needs",126,"45.2%","64.9%"
"=""0850011""","Monroe School District","=""0855211""","Jockey Hollow School","Non-High Needs",630,"47.1%","67.0%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","High Needs",21,"66.7%","86.0%"
"=""0850011""","Monroe School District","=""0850111""","Monroe Elementary School","Non-High Needs",84,"64.3%","82.0%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","High Needs",30,"50.0%","77.7%"
"=""0850011""","Monroe School District","=""0850311""","Stepney Elementary School","Non-High Needs",119,"60.5%","85.4%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","High Needs",57,"42.1%","71.3%"
"=""0860011""","Montville School District","=""0860711""","Dr. Charles E. Murphy School","Non-High Needs",51,"54.9%","80.5%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","High Needs",236,"33.9%","53.6%"
"=""0860011""","Montville School District","=""0865111""","Leonard J. Tyl Middle School","Non-High Needs",279,"39.1%","60.7%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","High Needs",56,"53.6%","80.8%"
"=""0860011""","Montville School District","=""0860111""","Mohegan School","Non-High Needs",49,"61.2%","85.9%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","High Needs",35,"74.3%","93.7%"
"=""0860011""","Montville School District","=""0860511""","Oakdale School","Non-High Needs",68,"79.4%","100.0%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","High Needs",36,"27.8%","60.3%"
"=""0880011""","Naugatuck School District","=""0880811""","Andrew Avenue School","Non-High Needs",9,"*","*"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","High Needs",342,"26.3%","42.8%"
"=""0880011""","Naugatuck School District","=""0885111""","City Hill Middle School","Non-High Needs",290,"24.1%","38.5%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","High Needs",146,"39.0%","59.2%"
"=""0880011""","Naugatuck School District","=""0880211""","Cross Street Intermediate School","Non-High Needs",147,"59.2%","77.4%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","High Needs",188,"28.2%","50.3%"
"=""0880011""","Naugatuck School District","=""0880411""","Hillside Intermediate School","Non-High Needs",112,"33.0%","58.1%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","High Needs",32,"40.6%","69.5%"
"=""0880011""","Naugatuck School District","=""0880511""","Hop Brook Elementary School","Non-High Needs",19,"*","*"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","High Needs",49,"20.4%","60.9%"
"=""0880011""","Naugatuck School District","=""0880311""","Maple Hill School","Non-High Needs",58,"22.4%","59.9%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","High Needs",31,"35.5%","75.6%"
"=""0880011""","Naugatuck School District","=""0880611""","Salem School","Non-High Needs",16,"*","*"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","High Needs",27,"63.0%","90.7%"
"=""0880011""","Naugatuck School District","=""0880711""","Western School","Non-High Needs",31,"54.8%","89.7%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","High Needs",153,"32.0%","54.5%"
"=""2800013""","New Beginnings Inc Family Academy District","=""2800113""","New Beginnings Inc., Family Academy","Non-High Needs",16,"*","*"
"=""0890011""","New Britain School District","=""0899111""","Alternative Center School","High Needs",10,"*","*"
"=""0890011""","New Britain School District","=""0891011""","Behavior Support","High Needs","*","*","*"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","High Needs",106,"12.3%","31.0%"
"=""0890011""","New Britain School District","=""0890311""","Chamberlain  Elementary School","Non-High Needs",14,"*","*"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","High Needs",341,"18.5%","40.0%"
"=""0890011""","New Britain School District","=""0891111""","Frank J. DiLoreto School","Non-High Needs",50,"30.0%","53.6%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","High Needs",92,"17.4%","43.8%"
"=""0890011""","New Britain School District","=""0890511""","Gaffney School","Non-High Needs",14,"*","*"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","High Needs",84,"46.4%","72.4%"
"=""0890011""","New Britain School District","=""0890611""","Holmes School","Non-High Needs",29,"51.7%","77.4%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","High Needs",80,"35.0%","48.6%"
"=""0890011""","New Britain School District","=""0895411""","House of Arts Letters and Science (HALS)  Academy","Non-High Needs",66,"30.3%","49.2%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","High Needs",105,"27.6%","52.5%"
"=""0890011""","New Britain School District","=""0890711""","Jefferson School","Non-High Needs",17,"*","*"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","High Needs",126,"16.7%","41.5%"
"=""0890011""","New Britain School District","=""0890811""","Lincoln School","Non-High Needs",21,"9.5%","25.7%"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","High Needs","*","*","*"
"=""0890011""","New Britain School District","=""0899011""","New Britain Transition Center","Non-High Needs","*","*","*"
"=""0890011""","New Britain School District","=""0890911""","Northend School","High Needs",71,"19.7%","45.9%"
"=""0890011""","New Britain School District","=""0890911""","Northend School","Non-High Needs",7,"*","*"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","High Needs",575,"30.6%","47.8%"
"=""0890011""","New Britain School District","=""0895311""","Pulaski Middle School","Non-High Needs",62,"22.6%","46.2%"
