"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Subject","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School","ELA","Hispanic/Latino of any race",19,"*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School","ELA","Black or African American","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School","Math","White",48,"56.3%","77.4%"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School","Math","Asian","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School","Math","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School","Math","Hispanic/Latino of any race",34,"44.1%","74.8%"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School","Math","Black or African American","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School","ELA","White",26,"57.7%","80.6%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School","ELA","Asian",12,"*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School","ELA","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School","ELA","Hispanic/Latino of any race",61,"49.2%","74.1%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School","ELA","Black or African American","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School","Math","White",27,"55.6%","83.9%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School","Math","Asian",12,"*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School","Math","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School","Math","Hispanic/Latino of any race",62,"56.5%","84.2%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School","Math","Black or African American","*","*","*"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School","ELA","White",159,"42.1%","63.6%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School","ELA","Asian",26,"42.3%","73.0%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School","ELA","Two or More Races",7,"*","*"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School","ELA","Hispanic/Latino of any race",119,"40.3%","73.5%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School","ELA","Black or African American",29,"24.1%","51.6%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School","Math","White",161,"31.1%","54.9%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School","Math","Asian",27,"59.3%","78.8%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School","Math","Two or More Races",7,"*","*"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School","Math","Hispanic/Latino of any race",119,"23.5%","53.5%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School","Math","Black or African American",29,"17.2%","47.7%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School","ELA","White",11,"*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School","ELA","Asian",8,"*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School","ELA","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School","ELA","Hispanic/Latino of any race",65,"52.3%","79.8%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School","ELA","Black or African American","*","*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School","Math","White",11,"*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School","Math","Asian",8,"*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School","Math","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School","Math","Hispanic/Latino of any race",66,"66.7%","92.5%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School","Math","Black or African American","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School","ELA","White",42,"69.0%","88.2%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School","ELA","Asian","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School","ELA","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School","ELA","Hispanic/Latino of any race",96,"52.1%","81.2%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School","ELA","Black or African American",11,"*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School","Math","White",42,"73.8%","96.0%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School","Math","Asian","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School","Math","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School","Math","Hispanic/Latino of any race",102,"67.6%","86.6%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School","Math","Black or African American",11,"*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School","ELA","White",44,"45.5%","69.6%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School","ELA","Asian",11,"*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School","ELA","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School","ELA","Hispanic/Latino of any race",38,"39.5%","69.1%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School","ELA","Black or African American","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School","Math","White",44,"38.6%","71.4%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School","Math","Asian",11,"*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School","Math","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School","Math","Hispanic/Latino of any race",39,"28.2%","59.3%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School","Math","Black or African American","*","*","*"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School","ELA","White",220,"39.1%","57.8%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School","ELA","Asian",43,"37.2%","56.9%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School","ELA","Two or More Races",9,"*","*"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School","ELA","Hispanic/Latino of any race",449,"32.7%","54.3%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School","ELA","Black or African American",57,"38.6%","62.1%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School","Math","White",225,"46.2%","68.6%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School","Math","Asian",45,"40.0%","58.1%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School","Math","Two or More Races",9,"*","*"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School","Math","Hispanic/Latino of any race",474,"39.0%","57.0%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School","Math","Black or African American",57,"49.1%","61.6%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School","ELA","White",69,"39.1%","62.3%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School","ELA","Asian",10,"*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School","ELA","Two or More Races",6,"*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School","ELA","Hispanic/Latino of any race",60,"38.3%","65.3%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School","ELA","Black or African American",6,"*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School","Math","White",69,"56.5%","84.2%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School","Math","Asian",9,"*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School","Math","Two or More Races",6,"*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School","Math","Hispanic/Latino of any race",61,"45.9%","72.3%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School","Math","Black or African American",6,"*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School","ELA","White",19,"*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School","ELA","Asian","*","*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School","ELA","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School","ELA","Hispanic/Latino of any race",69,"52.2%","78.7%"
"=""0340011""","Danbury School District","=""0341011""","South Street School","ELA","Black or African American",12,"*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School","Math","White",20,"50.0%","77.6%"
"=""0340011""","Danbury School District","=""0341011""","South Street School","Math","Asian","*","*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School","Math","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School","Math","Hispanic/Latino of any race",70,"50.0%","79.9%"
"=""0340011""","Danbury School District","=""0341011""","South Street School","Math","Black or African American",12,"*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","ELA","White",79,"35.4%","65.8%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","ELA","Asian","*","*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","ELA","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","ELA","Hispanic/Latino of any race",57,"29.8%","59.8%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","ELA","Black or African American",7,"*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","Math","White",81,"38.3%","64.2%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","Math","Asian",8,"*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","Math","Two or More Races","*","*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","Math","Hispanic/Latino of any race",58,"32.8%","63.2%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","Math","Black or African American","*","*","*"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School","ELA","American Indian or Alaska Native","*","*","*"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School","ELA","White",72,"54.2%","76.8%"
