"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",8,"Math","Special Education",11,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",8,"Math","Non-Special Education",129,2562,2594,32,"46.5%","64.2%"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",4,"ELA","Special Education",12,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",4,"ELA","Non-Special Education",133,2449,2486,37,"33.1%","58.9%"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",4,"Math","Special Education",12,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",4,"Math","Non-Special Education",133,2450,2466,16,"21.8%","44.0%"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",5,"ELA","Special Education",19,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",5,"ELA","Non-Special Education",152,2493,2528,35,"33.6%","60.8%"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",5,"Math","Special Education",19,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",5,"Math","Non-Special Education",152,2471,2492,21,"28.3%","50.5%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",6,"ELA","Special Education",37,2403,2433,30,"24.3%","52.5%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",6,"ELA","Non-Special Education",245,2509,2541,32,"41.6%","61.5%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",6,"Math","Special Education",37,2398,2403,5,"37.8%","50.5%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",6,"Math","Non-Special Education",246,2487,2517,30,"41.5%","65.3%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",7,"ELA","Special Education",41,2402,2437,34,"31.7%","58.3%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",7,"ELA","Non-Special Education",250,2511,2542,31,"36.4%","59.3%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",7,"Math","Special Education",41,2377,2381,4,"19.5%","37.4%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",7,"Math","Non-Special Education",246,2495,2508,13,"28.9%","45.1%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",8,"ELA","Special Education",33,2412,2456,44,"42.4%","60.5%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",8,"ELA","Non-Special Education",256,2528,2572,44,"53.1%","71.6%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",8,"Math","Special Education",29,2395,2436,40,"44.8%","64.6%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",8,"Math","Non-Special Education",252,2501,2531,30,"42.9%","61.7%"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",4,"ELA","Non-Special Education","*",2413,2480,67,"54.0%","77.6%"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",4,"Math","Non-Special Education","*",2395,2474,79,"70.0%","94.0%"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",5,"ELA","Non-Special Education",48,2471,2530,59,"54.2%","72.6%"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",5,"Math","Special Education",6,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",5,"Math","Non-Special Education",50,2461,2520,59,"64.0%","91.3%"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",4,"ELA","Non-Special Education","*",2461,2525,64,"62.5%","80.1%"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",4,"Math","Non-Special Education","*",2421,2508,87,"65.8%","91.4%"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",5,"ELA","Special Education",8,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",5,"ELA","Non-Special Education",28,2511,2538,27,"28.6%","49.3%"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",5,"Math","Special Education",9,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",5,"Math","Non-Special Education",37,2473,2496,23,"37.8%","62.5%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",4,"ELA","Special Education",7,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",4,"ELA","Non-Special Education",45,2421,2496,75,"62.2%","83.1%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",4,"Math","Special Education",7,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",4,"Math","Non-Special Education",46,2405,2475,70,"56.5%","85.3%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",5,"ELA","Special Education",9,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",5,"ELA","Non-Special Education",50,2478,2534,56,"54.0%","79.6%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",5,"Math","Special Education",9,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",5,"Math","Non-Special Education",51,2483,2541,58,"64.7%","89.8%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",4,"ELA","Special Education",16,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",4,"ELA","Non-Special Education",146,2429,2485,56,"43.8%","72.9%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",4,"Math","Special Education",16,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",4,"Math","Non-Special Education",148,2432,2467,36,"30.4%","59.7%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",5,"ELA","Special Education",20,2350,2385,35,"15.0%","56.8%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",5,"ELA","Non-Special Education",158,2481,2522,41,"41.8%","65.2%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",5,"Math","Special Education",20,2366,2402,36,"30.0%","61.5%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",5,"Math","Non-Special Education",159,2485,2505,20,"30.2%","51.9%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",4,"ELA","Non-Special Education","*",2422,2503,81,"64.4%","88.7%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",4,"Math","Non-Special Education","*",2418,2500,83,"76.1%","99.4%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",5,"ELA","Non-Special Education","*",2459,2518,59,"38.6%","65.7%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",5,"Math","Non-Special Education","*",2462,2507,45,"52.3%","81.6%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",4,"ELA","Special Education",8,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",4,"ELA","Non-Special Education",78,2391,2466,75,"53.8%","79.2%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",4,"Math","Non-Special Education",79,2393,2478,85,"78.5%","99.6%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",5,"ELA","Special Education",8,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",5,"ELA","Non-Special Education",67,2461,2537,75,"58.2%","88.4%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",5,"Math","Special Education",8,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",5,"Math","Non-Special Education",72,2476,2524,48,"58.3%","80.5%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",4,"ELA","Non-Special Education","*",2438,2484,46,"37.0%","64.9%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",4,"Math","Non-Special Education","*",2422,2482,60,"55.3%","84.4%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",5,"ELA","Non-Special Education","*",2493,2543,50,"42.9%","69.4%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",5,"Math","Non-Special Education","*",2498,2520,22,"16.3%","53.0%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",6,"ELA","Special Education",36,2399,2431,32,"36.1%","51.4%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",6,"ELA","Non-Special Education",198,2498,2519,21,"29.8%","49.8%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",6,"Math","Special Education",36,2388,2417,29,"38.9%","57.5%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",6,"Math","Non-Special Education",210,2471,2502,31,"40.0%","62.3%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",7,"ELA","Special Education",28,2415,2445,30,"25.0%","51.5%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",7,"ELA","Non-Special Education",230,2520,2542,22,"33.5%","53.3%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",7,"Math","Special Education",28,2405,2424,19,"28.6%","47.6%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",7,"Math","Non-Special Education",240,2498,2515,17,"32.9%","53.0%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",8,"ELA","Special Education",41,2410,2450,40,"39.0%","59.8%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",8,"ELA","Non-Special Education",245,2528,2564,36,"41.6%","64.0%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",8,"Math","Special Education",40,2412,2449,37,"52.5%","67.4%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",8,"Math","Non-Special Education",256,2482,2524,42,"52.7%","68.1%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",4,"ELA","Non-Special Education","*",2445,2483,38,"32.3%","55.2%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",4,"Math","Non-Special Education","*",2428,2485,57,"48.5%","80.8%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",5,"ELA","Special Education",8,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",5,"ELA","Non-Special Education",75,2464,2519,55,"49.3%","74.5%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",5,"Math","Special Education",8,"*","*","*","*","*"
