"Chronic Absenteeism, 2013-14"
", All Schools, Race/Ethnicity"

"District","District Code","School","School Code","Race/Ethnicity","% Chronically Absent"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Hispanic/Latino of any race","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Two or More Races","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","White","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Asian","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Black or African American","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Hispanic/Latino of any race","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Two or More Races","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","White",5.2
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","American Indian or Alaska Native","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Asian","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Black or African American","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Hispanic/Latino of any race","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Two or More Races","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","White",3.2
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","American Indian or Alaska Native","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Asian","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Black or African American","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Hispanic/Latino of any race",0.0
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Two or More Races","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","White",2.4
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Asian","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Black or African American","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Hispanic/Latino of any race","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Two or More Races","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","White","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Asian","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Black or African American","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Hispanic/Latino of any race",0.0
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Two or More Races","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","White",2.4
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","Black or African American","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","Hispanic/Latino of any race","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","White","*"
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","=""3370515""","Black or African American","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Asian","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Black or African American","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Hispanic/Latino of any race","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Native Hawaiian or Other Pacific Islander","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Two or More Races","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","White",6.2
"Derby School District","=""0370011""","Derby High School","=""0376111""","Asian","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Black or African American",25.7
"Derby School District","=""0370011""","Derby High School","=""0376111""","Hispanic/Latino of any race",31.8
"Derby School District","=""0370011""","Derby High School","=""0376111""","Native Hawaiian or Other Pacific Islander","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Two or More Races","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","White",19.0
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Asian","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Black or African American","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Hispanic/Latino of any race",20.0
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Native Hawaiian or Other Pacific Islander","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Two or More Races","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","White",18.8
"Derby School District","=""0370011""","Irving School","=""0370411""","Asian","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","Black or African American",10.3
"Derby School District","=""0370011""","Irving School","=""0370411""","Hispanic/Latino of any race",15.0
"Derby School District","=""0370011""","Irving School","=""0370411""","Native Hawaiian or Other Pacific Islander","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","Two or More Races","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","White",18.3
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","American Indian or Alaska Native","*"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Asian","*"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Black or African American","*"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Hispanic/Latino of any race","*"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Two or More Races","*"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","White","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Asian","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Black or African American","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Hispanic/Latino of any race","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Two or More Races","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","White",4.1
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","American Indian or Alaska Native","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Asian","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Black or African American","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Hispanic/Latino of any race","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Two or More Races","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","White",4.3
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","American Indian or Alaska Native","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Asian","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Black or African American","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Hispanic/Latino of any race","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Two or More Races","*"
