"Chronic Absenteeism, 2012-13"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"Ledyard School District","Juliet W. Long School","=""0720311""","Non-Special Education","*"
"Ledyard School District","Juliet W. Long School","=""0720311""","Special Education","*"
"Ledyard School District","Ledyard Center School","=""0720111""","Non-Special Education","*"
"Ledyard School District","Ledyard Center School","=""0720111""","Special Education","*"
"Ledyard School District","Ledyard High School","=""0726111""","Non-Special Education",6.0
"Ledyard School District","Ledyard High School","=""0726111""","Special Education",14.7
"Ledyard School District","Ledyard Middle School","=""0725111""","Non-Special Education",5.1
"Ledyard School District","Ledyard Middle School","=""0725111""","Special Education",10.9
"Lisbon School District","Community Connection - The Big Picture High School","=""0736011""","Non-Special Education","*"
"Lisbon School District","Community Connection - The Big Picture High School","=""0736011""","Special Education","*"
"Lisbon School District","Lisbon Central School","=""0730111""","Non-Special Education",5.4
"Lisbon School District","Lisbon Central School","=""0730111""","Special Education",12.2
"Litchfield School District","Center School","=""0740211""","Non-Special Education",5.1
"Litchfield School District","Center School","=""0740211""","Special Education",18.9
"Litchfield School District","Litchfield High School","=""0746111""","Non-Special Education",8.6
"Litchfield School District","Litchfield High School","=""0746111""","Special Education",14.6
"Litchfield School District","Litchfield Intermediate School","=""0740311""","Non-Special Education","*"
"Litchfield School District","Litchfield Intermediate School","=""0740311""","Special Education","*"
"Madison School District","Daniel Hand High School","=""0766111""","Non-Special Education",1.7
"Madison School District","Daniel Hand High School","=""0766111""","Special Education",5.3
"Madison School District","Dr. Robert H. Brown Middle School","=""0760611""","Non-Special Education",3.9
"Madison School District","Dr. Robert H. Brown Middle School","=""0760611""","Special Education",11.1
"Madison School District","Island Avenue Elementary School","=""0760211""","Non-Special Education",5.0
"Madison School District","Island Avenue Elementary School","=""0760211""","Special Education",0.0
"Madison School District","J. Milton Jeffrey Elementary School","=""0760111""","Non-Special Education","*"
"Madison School District","J. Milton Jeffrey Elementary School","=""0760111""","Special Education","*"
"Madison School District","Kathleen H. Ryerson Elementary School","=""0760311""","Non-Special Education",3.7
"Madison School District","Kathleen H. Ryerson Elementary School","=""0760311""","Special Education",0.0
"Madison School District","Walter C. Polson Upper Middle School","=""0765211""","Non-Special Education","*"
"Madison School District","Walter C. Polson Upper Middle School","=""0765211""","Special Education","*"
"Manchester School District","Bowers School","=""0770111""","Non-Special Education",7.9
"Manchester School District","Bowers School","=""0770111""","Special Education",16.7
"Manchester School District","Buckley School","=""0770311""","Non-Special Education",2.9
"Manchester School District","Buckley School","=""0770311""","Special Education",23.7
"Manchester School District","Elisabeth M. Bennet Academy","=""0771711""","Non-Special Education",8.4
"Manchester School District","Elisabeth M. Bennet Academy","=""0771711""","Special Education",9.8
"Manchester School District","Highland Park School","=""0770411""","Non-Special Education","*"
"Manchester School District","Highland Park School","=""0770411""","Special Education","*"
"Manchester School District","Illing Middle School","=""0775311""","Non-Special Education",11.3
"Manchester School District","Illing Middle School","=""0775311""","Special Education",24.4
"Manchester School District","Keeney School","=""0770611""","Non-Special Education",6.4
"Manchester School District","Keeney School","=""0770611""","Special Education",18.4
"Manchester School District","Manchester High School","=""0776111""","Non-Special Education",18.0
"Manchester School District","Manchester High School","=""0776111""","Special Education",31.4
"Manchester School District","Manchester Regional Academy","=""0779011""","Non-Special Education",68.8
"Manchester School District","Manchester Regional Academy","=""0779011""","Special Education",48.3
"Manchester School District","Martin School","=""0771611""","Non-Special Education","*"
"Manchester School District","Martin School","=""0771611""","Special Education","*"
"Manchester School District","Robertson School","=""0771011""","Non-Special Education","*"
"Manchester School District","Robertson School","=""0771011""","Special Education","*"
"Manchester School District","Verplanck School","=""0771211""","Non-Special Education","*"
"Manchester School District","Verplanck School","=""0771211""","Special Education","*"
"Manchester School District","Waddell School","=""0771311""","Non-Special Education","*"
"Manchester School District","Waddell School","=""0771311""","Special Education","*"
"Manchester School District","Washington School","=""0771411""","Non-Special Education",17.2
"Manchester School District","Washington School","=""0771411""","Special Education","*"
"Manchester School District","Manchester Transition Center","=""0779111""","Special Education","*"
"Mansfield School District","Annie E. Vinton School","=""0780411""","Non-Special Education","*"
"Mansfield School District","Annie E. Vinton School","=""0780411""","Special Education","*"
"Mansfield School District","Dorothy C. Goodwin School","=""0780211""","Non-Special Education","*"
"Mansfield School District","Dorothy C. Goodwin School","=""0780211""","Special Education","*"
"Mansfield School District","Mansfield Middle School School","=""0785111""","Non-Special Education","*"
"Mansfield School District","Mansfield Middle School School","=""0785111""","Special Education","*"
"Mansfield School District","Southeast Elementary School","=""0780511""","Non-Special Education","*"
"Mansfield School District","Southeast Elementary School","=""0780511""","Special Education","*"
"Marlborough School District","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Non-Special Education","*"
"Marlborough School District","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Special Education","*"
"Meriden School District","Nathan Hale School","=""0800711""","Non-Special Education",11.8
"Meriden School District","Nathan Hale School","=""0800711""","Special Education",17.9
"Meriden School District","Benjamin Franklin School","=""0800111""","Non-Special Education",8.5
"Meriden School District","Benjamin Franklin School","=""0800111""","Special Education",21.0
"Meriden School District","Casimir Pulaski School","=""0801111""","Non-Special Education",10.3
"Meriden School District","Casimir Pulaski School","=""0801111""","Special Education",16.4
"Meriden School District","Francis T. Maloney High School","=""0806111""","Non-Special Education",15.6
"Meriden School District","Francis T. Maloney High School","=""0806111""","Special Education",29.0
"Meriden School District","Hanover School","=""0800311""","Non-Special Education",12.9
"Meriden School District","Hanover School","=""0800311""","Special Education",21.3
