"Chronic Absenteeism, 2014-15"
", All Schools, Gender"

"District","District Code","School","School Code","Gender","% Chronically Absent"
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","Male",35.5
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",17.6
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",13.6
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Female",9.8
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Male",8.9
"Hartford School District","=""0640011""","West Middle School","=""0642111""","Female",21.9
"Hartford School District","=""0640011""","West Middle School","=""0642111""","Male",19.2
"Hartland School District","=""0650011""","Hartland School","=""0650111""","Female","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","Male","*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","Female","*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","Male","*"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","Female","*"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","Male","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Female",6.1
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Male",7.1
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","Female",4.1
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","Male",6.7
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","Female",10.3
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","Male",14.2
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Female",8.1
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Male",7.5
"Kent School District","=""0680011""","Kent Center School","=""0680111""","Female","*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","Male","*"
"Kent School District","=""0680011""","LEAPSS","=""0680211""","Female","*"
"Kent School District","=""0680011""","LEAPSS","=""0680211""","Male","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Female","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Male","*"
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","Female",6.3
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","Male",6.0
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",16.1
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",17.2
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","Female",8.5
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","Male",8.5
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","Female",3.7
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","Male",5.3
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Female",40.1
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Male",31.7
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","Female","*"
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","Male","*"
"Learn","=""2450014""","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""","Female",21.0
"Learn","=""2450014""","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""","Male",18.0
"Learn","=""2450014""","LEARN ABA Program at Center School","=""2451214""","Female","*"
"Learn","=""2450014""","LEARN ABA Program at Center School","=""2451214""","Male","*"
"Learn","=""2450014""","LEARN Haynes Elementary Intensive Program","=""2451114""","Female","*"
"Learn","=""2450014""","LEARN Haynes Elementary Intensive Program","=""2451114""","Male","*"
"Learn","=""2450014""","LEARN High School ABA at MS","=""2450614""","Male","*"
"Learn","=""2450014""","LEARN Kelly Middle School Intensive Program","=""2450914""","Female","*"
"Learn","=""2450014""","LEARN Kelly Middle School Intensive Program","=""2450914""","Male","*"
"Learn","=""2450014""","LEARN Ledyard RICHES Program","=""2450714""","Female","*"
"Learn","=""2450014""","LEARN Ledyard RICHES Program","=""2450714""","Male","*"
"Learn","=""2450014""","LEARN SAILS Middle School Program","=""2450814""","Male","*"
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","Male","*"
"Learn","=""2450014""","LEARN STS 18-21 Year Old Program","=""2450414""","Male","*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""","Male","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Female",11.9
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Male",4.7
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","Female",4.5
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","Male",5.1
"Learn","=""2450014""","The Friendship School","=""2450214""","Female",15.7
"Learn","=""2450014""","The Friendship School","=""2450214""","Male",22.4
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Female","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Male",0.0
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","Female",0.0
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","Male",0.0
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","Female",0.0
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","Male","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",19.2
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",20.6
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","Female",0.0
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","Male",0.0
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","Female",0.0
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","Male",0.0
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","Female",0.0
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","Male",0.0
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","Female",0.0
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","Male",0.0
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",5.9
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",7.3
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","Female",10.5
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","Male",7.4
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","Female",4.9
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","Male",7.5
"Litchfield School District","=""0740011""","Center School","=""0740211""","Female","*"
"Litchfield School District","=""0740011""","Center School","=""0740211""","Male","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",7.7
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",9.1
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","Female","*"
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","Male","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",1.9
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",1.9
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Female",4.5
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Male",2.5
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Female",0.0
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Male",0.0
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Female","*"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Male","*"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Female","*"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Male","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Female",6.8
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Male",4.7
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Female",68.0
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Male",54.8
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Female",12.5
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Male",10.5
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Female",4.4
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Male",9.6
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","Female",8.7
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","Male",8.2
