"Chronic Absenteeism, 2015-16"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"Hartford School District","MDP - Moylan School","=""0648511""","Special Education","*"
"Hartland School District","Hartland School","=""0650111""","Non-Special Education","*"
"Hartland School District","Hartland School","=""0650111""","Special Education","*"
"Hebron School District","Gilead Hill School","=""0670211""","Non-Special Education","*"
"Hebron School District","Gilead Hill School","=""0670211""","Special Education",0.0
"Hebron School District","Hebron Elementary School","=""0670111""","Non-Special Education","*"
"Hebron School District","Hebron Elementary School","=""0670111""","Special Education","*"
"Highville Charter School District","Highville Charter School","=""2860113""","Non-Special Education","*"
"Highville Charter School District","Highville Charter School","=""2860113""","Special Education","*"
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""","Non-Special Education","*"
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""","Special Education","*"
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""","Non-Special Education","*"
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""","Special Education","*"
"Jumoke Academy District","Jumoke Academy","=""2610113""","Non-Special Education","*"
"Jumoke Academy District","Jumoke Academy","=""2610113""","Special Education","*"
"Kent School District","Kent Center School","=""0680111""","Non-Special Education","*"
"Kent School District","Kent Center School","=""0680111""","Special Education","*"
"Killingly School District","Killingly Alternative Learning Program","=""0690611""","Non-Special Education","*"
"Killingly School District","Killingly Central School","=""0690111""","Non-Special Education",9.7
"Killingly School District","Killingly Central School","=""0690111""","Special Education",13.3
"Killingly School District","Killingly High School","=""0696111""","Non-Special Education",17.7
"Killingly School District","Killingly High School","=""0696111""","Special Education",21.6
"Killingly School District","Killingly Intermediate School","=""0695211""","Non-Special Education",9.6
"Killingly School District","Killingly Intermediate School","=""0695211""","Special Education",13.0
"Killingly School District","Killingly Memorial School","=""0690311""","Non-Special Education","*"
"Killingly School District","Killingly Memorial School","=""0690311""","Special Education","*"
"Learn","Connecticut River Academy","=""2456014""","Non-Special Education",9.1
"Learn","Connecticut River Academy","=""2456014""","Special Education",20.3
"Learn","Dual Language & Arts Magnet Middle School","=""2455014""","Non-Special Education","*"
"Learn","Dual Language & Arts Magnet Middle School","=""2455014""","Special Education","*"
"Learn","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""","Non-Special Education","*"
"Learn","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""","Special Education","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-Special Education",10.4
"Learn","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Special Education",18.2
"Learn","Regional Multicultural Magnet School","=""2450114""","Non-Special Education",4.5
"Learn","Regional Multicultural Magnet School","=""2450114""","Special Education",9.5
"Learn","The Friendship School","=""2450214""","Non-Special Education","*"
"Learn","The Friendship School","=""2450214""","Special Education","*"
"Learn","Three Rivers Middle College Magnet School","=""2456214""","Non-Special Education","*"
"Learn","Three Rivers Middle College Magnet School","=""2456214""","Special Education","*"
"Learn","Learn ABA Program at Center School","=""2451214""","Special Education","*"
"Learn","Learn Haynes Elementary Intensive Program","=""2451114""","Special Education","*"
"Learn","Learn High School ABA at MS","=""2450614""","Special Education","*"
"Learn","Learn Kelly Middle School Intensive Program","=""2450914""","Special Education","*"
"Learn","Learn Ledyard RICHES Program","=""2450714""","Special Education","*"
"Learn","Learn Pathways Program","=""2450514""","Special Education","*"
"Learn","Learn SAILS Middle School Program","=""2450814""","Special Education","*"
"Learn","Learn SAILS Program at Salem","=""2451014""","Special Education","*"
"Learn","Learn STS 18-21 Year Old Program","=""2450414""","Special Education","*"
"Lebanon School District","Lebanon Elementary School","=""0710111""","Non-Special Education","*"
"Lebanon School District","Lebanon Elementary School","=""0710111""","Special Education","*"
"Lebanon School District","Lebanon Middle School","=""0715111""","Non-Special Education","*"
"Lebanon School District","Lebanon Middle School","=""0715111""","Special Education","*"
"Lebanon School District","Lyman Memorial High School","=""0716211""","Non-Special Education",9.9
"Lebanon School District","Lyman Memorial High School","=""0716211""","Special Education",17.9
"Ledyard School District","Gales Ferry School","=""0720211""","Non-Special Education","*"
"Ledyard School District","Gales Ferry School","=""0720211""","Special Education","*"
"Ledyard School District","Gallup Hill School","=""0720411""","Non-Special Education",7.4
"Ledyard School District","Gallup Hill School","=""0720411""","Special Education",11.3
"Ledyard School District","Juliet W. Long School","=""0720311""","Non-Special Education","*"
"Ledyard School District","Juliet W. Long School","=""0720311""","Special Education","*"
"Ledyard School District","Ledyard Center School","=""0720111""","Non-Special Education",2.5
"Ledyard School District","Ledyard Center School","=""0720111""","Special Education",15.6
"Ledyard School District","Ledyard High School","=""0726111""","Non-Special Education",11.9
"Ledyard School District","Ledyard High School","=""0726111""","Special Education",14.7
"Ledyard School District","Ledyard Middle School","=""0725111""","Non-Special Education","*"
"Ledyard School District","Ledyard Middle School","=""0725111""","Special Education","*"
"Lisbon School District","Lisbon Central School","=""0730111""","Non-Special Education","*"
"Lisbon School District","Lisbon Central School","=""0730111""","Special Education","*"
"Litchfield School District","Center School","=""0740211""","Non-Special Education",14.0
"Litchfield School District","Center School","=""0740211""","Special Education","*"
"Litchfield School District","Litchfield High School","=""0746111""","Non-Special Education",10.0
"Litchfield School District","Litchfield High School","=""0746111""","Special Education",26.9
"Litchfield School District","Litchfield Intermediate School","=""0740311""","Non-Special Education","*"
"Litchfield School District","Litchfield Intermediate School","=""0740311""","Special Education","*"
"Litchfield School District","Litchfield Middle School","=""0746011""","Non-Special Education","*"
"Litchfield School District","Litchfield Middle School","=""0746011""","Special Education",0.0
"Madison School District","Daniel Hand High School","=""0766111""","Non-Special Education","*"
