"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Gender"

"",,,,"% Chronically Absent",,,,
"Hartford School District","HPHS Freshmen Academy","=""0647311""","Male",62.8,"N/A","N/A","N/A","N/A"
"Hartford School District","HPHS Law and Government Academy","=""0647411""","Female",46.7,50.4,49.8,65.6,52.2
"Hartford School District","HPHS Law and Government Academy","=""0647411""","Male",44.6,53.0,50.8,62.1,42.0
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""","Female",4.0,4.4,6.8,8.9,10.6
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""","Male",6.5,4.4,7.8,6.4,6.9
"Hartford School District","Hartford Transitional Learning Academy (Elementary)","=""0649011""","Female","*","*","*","N/A","N/A"
"Hartford School District","Hartford Transitional Learning Academy (Elementary)","=""0649011""","Male","*","*","*","N/A","N/A"
"Hartford School District","High School Inc.","=""0647611""","Female",53.5,48.0,56.5,50.4,"N/A"
"Hartford School District","High School Inc.","=""0647611""","Male",57.1,45.7,50.0,50.0,"N/A"
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""","Female",61.5,65.9,50.0,36.5,20.6
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""","Male",58.2,63.4,48.2,43.8,22.1
"Hartford School District","Kennelly School","=""0641011""","Female",13.6,18.6,19.3,23.4,24.4
"Hartford School District","Kennelly School","=""0641011""","Male",22.0,24.1,25.0,27.8,22.9
"Hartford School District","M. D. Fox Elementary School","=""0640811""","Female",17.4,27.0,37.6,30.4,18.1
"Hartford School District","M. D. Fox Elementary School","=""0640811""","Male",25.2,20.1,32.9,30.7,21.5
"Hartford School District","M. L. King School","=""0641611""","Female",27.5,21.5,21.9,16.4,17.8
"Hartford School District","M. L. King School","=""0641611""","Male",39.4,21.6,29.2,33.7,30.8
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""","Female",44.6,39.3,36.4,18.2,17.1
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""","Male",44.3,48.2,39.9,27.8,25.6
"Hartford School District","Milner Elementary School","=""0641911""","Female",40.7,35.8,39.8,39.7,25.1
"Hartford School District","Milner Elementary School","=""0641911""","Male",34.2,33.1,42.2,37.7,27.8
"Hartford School District","Montessori Magnet School at Annie Fisher","=""0643711""","Female","*",9.2,6.4,9.9,"N/A"
"Hartford School District","Montessori Magnet School at Annie Fisher","=""0643711""","Male","*",10.4,6.7,11.7,"N/A"
"Hartford School District","Noah Webster Micro Society School","=""0642011""","Female",6.3,5.6,4.4,9.4,3.3
"Hartford School District","Noah Webster Micro Society School","=""0642011""","Male",9.8,9.4,8.3,9.9,3.8
"Hartford School District","OPPortunity High School","=""0647811""","Female",79.3,60.5,75.0,78.3,"N/A"
"Hartford School District","OPPortunity High School","=""0647811""","Male",70.7,60.0,64.4,72.0,"N/A"
"Hartford School District","Parkville Community School","=""0641511""","Female",24.5,18.4,24.8,18.1,22.2
"Hartford School District","Parkville Community School","=""0641511""","Male",22.6,19.5,27.6,21.9,26.1
"Hartford School District","Pathways Academy of Technology and Design","=""0646611""","Female",25.0,20.5,16.2,29.9,30.0
"Hartford School District","Pathways Academy of Technology and Design","=""0646611""","Male",23.0,13.0,16.2,14.7,17.6
"Hartford School District","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Female",7.0,10.0,13.9,12.8,"N/A"
"Hartford School District","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Male",3.2,8.4,14.6,14.2,"N/A"
"Hartford School District","Renzulli Academy","=""0644011""","Female",23.4,13.9,10.0,"*","*"
"Hartford School District","Renzulli Academy","=""0644011""","Male",23.3,18.4,14.8,"*","*"
"Hartford School District","SAND School","=""0640111""","Female",42.3,40.5,50.2,37.8,24.6
"Hartford School District","SAND School","=""0640111""","Male",35.3,38.9,45.2,42.3,27.9
"Hartford School District","STEM Magnet School at Annie Fisher","=""0642511""","Female","*","*","*",8.3,6.8
"Hartford School District","STEM Magnet School at Annie Fisher","=""0642511""","Male","*","*","*",7.6,5.7
"Hartford School District","Sanchez School","=""0643011""","Female",30.8,24.5,25.5,19.3,16.6
"Hartford School District","Sanchez School","=""0643011""","Male",35.9,30.0,28.6,26.0,17.2
"Hartford School District","Sarah J Rawson Middle Grades Academy","=""0645611""","Female",11.3,"N/A","N/A","N/A","N/A"
"Hartford School District","Sarah J Rawson Middle Grades Academy","=""0645611""","Male",15.7,"N/A","N/A","N/A","N/A"
"Hartford School District","Sarah J. Rawson Elementary School","=""0641711""","Female",22.4,14.1,16.5,17.7,16.8
"Hartford School District","Sarah J. Rawson Elementary School","=""0641711""","Male",28.5,14.5,23.7,26.6,19.9
"Hartford School District","Simpson-Waverly School","=""0642611""","Female","*",30.6,43.1,35.7,26.9
"Hartford School District","Simpson-Waverly School","=""0642611""","Male","*",27.7,43.4,35.5,32.6
"Hartford School District","Sports and Medical Sciences Academy","=""0646511""","Female",14.3,18.2,22.8,17.6,17.6
"Hartford School District","Sports and Medical Sciences Academy","=""0646511""","Male",11.5,13.6,17.0,13.6,13.5
"Hartford School District","University High of Science and Engineering","=""0646711""","Female",15.6,12.5,10.0,"N/A","N/A"
"Hartford School District","University High of Science and Engineering","=""0646711""","Male",13.8,9.8,11.1,"N/A","N/A"
"Hartford School District","West Middle School","=""0642111""","Female",17.0,20.3,24.9,21.9,16.6
"Hartford School District","West Middle School","=""0642111""","Male",19.5,19.3,27.1,19.2,28.9
"Hartford School District","Great Path Academy High School at MCC","=""0647911""","Female","N/A",16.0,12.1,"N/A","N/A"
"Hartford School District","Great Path Academy High School at MCC","=""0647911""","Male","N/A",17.3,12.6,"N/A","N/A"
"Hartford School District","STEM Magnet School at Dwight","=""0643811""","Female","N/A",22.2,10.6,"*","*"
"Hartford School District","STEM Magnet School at Dwight","=""0643811""","Male","N/A",25.9,16.5,"*","*"
"Hartford School District","Montessori Magnet at Moylan School","=""0640511""","Female","N/A","N/A","*","*","*"
"Hartford School District","Montessori Magnet at Moylan School","=""0640511""","Male","N/A","N/A","*","*","*"
"Hartford School District","Asian Studies Academy at Bellizzi School","=""0640711""","Female","N/A","N/A","N/A",40.9,34.8
"Hartford School District","Asian Studies Academy at Bellizzi School","=""0640711""","Male","N/A","N/A","N/A",39.8,34.9
"Hartford School District","Autism Program - Clark School","=""0644511""","Female","N/A","N/A","N/A","*","N/A"
"Hartford School District","Autism Program - Clark School","=""0644511""","Male","N/A","N/A","N/A","*","N/A"
"Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","Autism Program - Fred D. Wish Museum School","=""0644211""","Female","N/A","N/A","N/A","*","N/A"
"Hartford School District","Autism Program - Fred D. Wish Museum School","=""0644211""","Male","N/A","N/A","N/A","*","N/A"
"Hartford School District","Autism Program - Sarah J. Rawson Elementary School","=""0644411""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","Autism Program - Sarah J. Rawson Elementary School","=""0644411""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","Betances Early Reading Lab Magnet School","=""0642811""","Female","N/A","N/A","N/A",12.2,15.2
"Hartford School District","Betances Early Reading Lab Magnet School","=""0642811""","Male","N/A","N/A","N/A",18.8,18.1
"Hartford School District","Breakthrough II Magnet School","=""0643511""","Female","N/A","N/A","N/A",9.3,11.1
"Hartford School District","Breakthrough II Magnet School","=""0643511""","Male","N/A","N/A","N/A",10.1,7.1
"Hartford School District","Capital Community College Magnet Academy","=""0643911""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","Capital Community College Magnet Academy","=""0643911""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","EDP - Bulkeley High School","=""0648311""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","EDP - Bulkeley High School","=""0648311""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","EDP - M.D. Fox","=""0645911""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","EDP - M.D. Fox","=""0645911""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","EDP - McDonough Expeditionary Learning School","=""0648111""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","EDP - McDonough Expeditionary Learning School","=""0648111""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","High Step Transition","=""0648411""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","High Step Transition","=""0648411""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - Batchelder School","=""0644811""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - Batchelder School","=""0644811""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - Bulkeley High School","=""0645011""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - Bulkeley High School","=""0645011""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - HPHS Law and Government Academy","=""0644911""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - HPHS Law and Government Academy","=""0644911""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - Moylan School","=""0648511""","Female","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - Moylan School","=""0648511""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","New Visions Program","=""0642711""","Female","N/A","N/A","N/A","*","N/A"
"Hartford School District","New Visions Program","=""0642711""","Male","N/A","N/A","N/A","*","N/A"
"Hartford School District","University High School of Science and Engineering","=""0646711""","Female","N/A","N/A","N/A",9.8,10.4
"Hartford School District","University High School of Science and Engineering","=""0646711""","Male","N/A","N/A","N/A",8.9,10.8
"Hartford School District","EDP - Betances Early Reading Lab","=""0645811""","Male","N/A","N/A","N/A","*","*"
"Hartford School District","Autism Program - Simpson-Waverly","=""0649311""","Female","N/A","N/A","N/A","N/A","*"
"Hartford School District","Autism Program - Simpson-Waverly","=""0649311""","Male","N/A","N/A","N/A","N/A","*"
"Hartford School District","Autism Program-Burr School","=""0648611""","Female","N/A","N/A","N/A","N/A","*"
"Hartford School District","Autism Program-Burr School","=""0648611""","Male","N/A","N/A","N/A","N/A","*"
"Hartford School District","High School, Inc.","=""0647611""","Female","N/A","N/A","N/A","N/A",58.5
"Hartford School District","High School, Inc.","=""0647611""","Male","N/A","N/A","N/A","N/A",48.3
"Hartford School District","Kinsella Magnet School of Performing Arts","=""0641111""","Female","N/A","N/A","N/A","N/A",4.1
"Hartford School District","Kinsella Magnet School of Performing Arts","=""0641111""","Male","N/A","N/A","N/A","N/A",4.1
"Hartford School District","LC - Breakthrough II","=""0649511""","Female","N/A","N/A","N/A","N/A","*"
"Hartford School District","LC - Breakthrough II","=""0649511""","Male","N/A","N/A","N/A","N/A","*"
"Hartford School District","LC - Burns","=""0649611""","Female","N/A","N/A","N/A","N/A","*"
"Hartford School District","LC - Burns","=""0649611""","Male","N/A","N/A","N/A","N/A","*"
"Hartford School District","LC - Moylan","=""0649811""","Female","N/A","N/A","N/A","N/A","*"
"Hartford School District","LC - Moylan","=""0649811""","Male","N/A","N/A","N/A","N/A","*"
"Hartford School District","Montessori Magnet at Fisher School","=""0643711""","Female","N/A","N/A","N/A","N/A",8.8
"Hartford School District","Montessori Magnet at Fisher School","=""0643711""","Male","N/A","N/A","N/A","N/A",5.4
"Hartland School District","Hartland School","=""0650111""","Female","*","*","*","*","*"
"Hartland School District","Hartland School","=""0650111""","Male","*","*","*","*","*"
"Hebron School District","Gilead Hill School","=""0670211""","Female",4.7,"*","*","*","*"
"Hebron School District","Gilead Hill School","=""0670211""","Male",5.4,"*","*","*","*"
"Hebron School District","Hebron Elementary School","=""0670111""","Female",2.6,3.3,"*","*","*"
"Hebron School District","Hebron Elementary School","=""0670111""","Male",3.3,3.3,"*","*","*"
"Highville Charter School District","Highville Charter School","=""2860113""","Female",3.9,5.9,"*",6.1,7.3
"Highville Charter School District","Highville Charter School","=""2860113""","Male",5.0,5.6,"*",7.1,6.7
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""","Female",6.0,6.4,4.9,4.1,"*"
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""","Male",7.6,8.7,7.3,6.7,"*"
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""","Female","*",11.4,10.8,10.3,6.2
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""","Male","*",7.5,11.8,14.2,8.3
"Jumoke Academy District","Jumoke Academy","=""2610113""","Female","*",5.7,5.4,8.1,5.9
"Jumoke Academy District","Jumoke Academy","=""2610113""","Male","*",6.5,7.1,7.5,6.8
"Kent School District","Kent Center School","=""0680111""","Female",4.9,"*","*","*","*"
"Kent School District","Kent Center School","=""0680111""","Male",8.5,"*","*","*","*"
"Kent School District","LEAPSS","=""0680211""","Female","N/A","N/A","N/A","*","N/A"
"Kent School District","LEAPSS","=""0680211""","Male","N/A","N/A","N/A","*","N/A"
"Killingly School District","Killingly Central School","=""0690111""","Female",8.5,16.5,7.3,6.3,11.1
"Killingly School District","Killingly Central School","=""0690111""","Male",6.4,12.5,7.8,6.0,9.3
"Killingly School District","Killingly High School","=""0696111""","Female",27.7,21.5,17.7,16.1,18.3
"Killingly School District","Killingly High School","=""0696111""","Male",21.2,23.8,20.6,17.2,18.2
"Killingly School District","Killingly Intermediate School","=""0695211""","Female",10.7,11.9,9.2,8.5,8.3
"Killingly School District","Killingly Intermediate School","=""0695211""","Male",15.0,11.9,11.7,8.5,11.8
"Killingly School District","Killingly Memorial School","=""0690311""","Female",6.0,12.5,8.7,3.7,"*"
