"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, English Learner Status"

"Organization","School","School Code","English Learner Status","% Chronically Absent"
"Windsor School District","Poquonock Elementary School","=""1640511""","Non-ELL","*"
"Windsor School District","Roger Wolcott Early Child Center","=""1641011""","ELL","*"
"Windsor School District","Roger Wolcott Early Child Center","=""1641011""","Non-ELL","*"
"Windsor School District","Sage Park Middle School","=""1645311""","ELL","*"
"Windsor School District","Sage Park Middle School","=""1645311""","Non-ELL","*"
"Windsor School District","Windsor High School","=""1646111""","ELL","*"
"Windsor School District","Windsor High School","=""1646111""","Non-ELL","*"
"Wolcott School District","Alcott School","=""1660611""","ELL","*"
"Wolcott School District","Alcott School","=""1660611""","Non-ELL","*"
"Wolcott School District","Frisbie School","=""1660211""","ELL","*"
"Wolcott School District","Frisbie School","=""1660211""","Non-ELL","*"
"Wolcott School District","Tyrrell Middle School","=""1665111""","ELL","*"
"Wolcott School District","Tyrrell Middle School","=""1665111""","Non-ELL","*"
"Wolcott School District","Wakelee School","=""1660511""","ELL","*"
"Wolcott School District","Wakelee School","=""1660511""","Non-ELL","*"
"Wolcott School District","Wolcott High School","=""1666111""","ELL","*"
"Wolcott School District","Wolcott High School","=""1666111""","Non-ELL","*"
"Woodbridge School District","Beecher Road Intermediate School","=""1670211""","ELL","*"
"Woodbridge School District","Beecher Road Intermediate School","=""1670211""","Non-ELL","*"
"Woodbridge School District","Beecher Road Primary School","=""1670111""","ELL","*"
"Woodbridge School District","Beecher Road Primary School","=""1670111""","Non-ELL","*"
"Woodstock Academy District","Woodstock Academy","=""9036122""","ELL","*"
"Woodstock Academy District","Woodstock Academy","=""9036122""","Non-ELL","*"
"Woodstock School District","Woodstock Elementary School","=""1690211""","ELL","*"
"Woodstock School District","Woodstock Elementary School","=""1690211""","Non-ELL","*"
"Woodstock School District","Woodstock Middle School","=""1695111""","ELL","*"
"Woodstock School District","Woodstock Middle School","=""1695111""","Non-ELL","*"

