"Chronic Absenteeism, 2014-15"
", All Schools, Free/Reduced Price Meal Eligibility"

"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Not Eligible For Lunch","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Eligible For Reduced Lunch","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Eligible For Free Lunch",15.9
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Not Eligible For Lunch","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Eligible For Reduced Lunch","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Eligible For Free Lunch",16.7
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Not Eligible For Lunch","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Eligible For Reduced Lunch","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Eligible For Free Lunch","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Not Eligible For Lunch",6.3
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Eligible For Reduced Lunch","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Eligible For Free Lunch",14.7
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Not Eligible For Lunch","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Eligible For Reduced Lunch","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Eligible For Free Lunch","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Not Eligible For Lunch",10.4
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Eligible For Reduced Lunch","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Eligible For Free Lunch","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Not Eligible For Lunch","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Eligible For Free Lunch","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Not Eligible For Lunch","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Eligible For Reduced Lunch","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Eligible For Free Lunch",10.6
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Not Eligible For Lunch",9.2
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Eligible For Reduced Lunch","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible For Free Lunch",29.7
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Not Eligible For Lunch",14.0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible For Reduced Lunch",23.3
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Eligible For Free Lunch","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Not Eligible For Lunch","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Eligible For Reduced Lunch","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","Eligible For Free Lunch","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Eligible For Free Lunch",16.9
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Not Eligible For Lunch",6.3
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Eligible For Reduced Lunch","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Eligible For Free Lunch","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Not Eligible For Lunch","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Eligible For Reduced Lunch","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Eligible For Free Lunch","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Not Eligible For Lunch",2.1
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Eligible For Reduced Lunch","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Eligible For Free Lunch","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Not Eligible For Lunch","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Eligible For Reduced Lunch","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Eligible For Free Lunch","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Not Eligible For Lunch",4.9
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Eligible For Reduced Lunch","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Eligible For Free Lunch","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Not Eligible For Lunch",6.1
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Eligible For Reduced Lunch","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Eligible For Free Lunch","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Not Eligible For Lunch","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Eligible For Reduced Lunch","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Eligible For Free Lunch","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Not Eligible For Lunch","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Eligible For Reduced Lunch","*"
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","Eligible For Free Lunch","*"
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","Not Eligible For Lunch","*"
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","Eligible For Reduced Lunch","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Eligible For Free Lunch","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Not Eligible For Lunch",2.2
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Eligible For Reduced Lunch","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Eligible For Free Lunch",14.9
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Not Eligible For Lunch","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Eligible For Reduced Lunch","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Eligible For Free Lunch",12.7
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Not Eligible For Lunch","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Eligible For Reduced Lunch","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Eligible For Free Lunch",78.7
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Not Eligible For Lunch","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Eligible For Reduced Lunch","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Eligible For Free Lunch",37.7
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Not Eligible For Lunch",17.0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Eligible For Reduced Lunch",22.7
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Eligible For Free Lunch",22.8
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Not Eligible For Lunch",7.0
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Eligible For Reduced Lunch",12.7
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Eligible For Free Lunch",18.1
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Not Eligible For Lunch","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Eligible For Reduced Lunch","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Eligible For Free Lunch",21.6
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Not Eligible For Lunch","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Eligible For Reduced Lunch","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Eligible For Free Lunch",13.8
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Not Eligible For Lunch","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Eligible For Reduced Lunch","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Eligible For Free Lunch","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Not Eligible For Lunch","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Eligible For Reduced Lunch","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Eligible For Free Lunch","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Not Eligible For Lunch","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Eligible For Reduced Lunch","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Eligible For Free Lunch","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Not Eligible For Lunch","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Eligible For Reduced Lunch","*"
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""","Eligible For Free Lunch",39.6
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""","Not Eligible For Lunch",47.8
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""","Eligible For Free Lunch","*"
"Hartford School District","=""0640011""","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""","Eligible For Free Lunch","*"
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","Eligible For Free Lunch",39.1
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""","Eligible For Free Lunch","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Eligible For Free Lunch","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Not Eligible For Lunch","*"
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""","Eligible For Free Lunch",16.7
