"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Race/Ethnicity"

"",,,,"% Chronically Absent",,,,
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","White",5.5,5.6,4.8,2.3,2.1
"Fairfield School District","Holland Hill School","=""0510411""","American Indian or Alaska Native","N/A","*","N/A","N/A","N/A"
"Fairfield School District","Holland Hill School","=""0510411""","Asian",0.0,0.0,"*","*","*"
"Fairfield School District","Holland Hill School","=""0510411""","Black or African American","*","*","*","*","*"
"Fairfield School District","Holland Hill School","=""0510411""","Hispanic/Latino of any race","*","*",8.1,"*",7.2
"Fairfield School District","Holland Hill School","=""0510411""","Native Hawaiian or Other Pacific Islander","N/A","N/A","*","*","N/A"
"Fairfield School District","Holland Hill School","=""0510411""","Two or More Races","*","*","*","*","*"
"Fairfield School District","Holland Hill School","=""0510411""","White","*","*",2.6,"*","*"
"Fairfield School District","Jennings School","=""0511711""","American Indian or Alaska Native","N/A","*","N/A","N/A","N/A"
"Fairfield School District","Jennings School","=""0511711""","Asian","*","*","*","*","*"
"Fairfield School District","Jennings School","=""0511711""","Black or African American","*","*","*","*","*"
"Fairfield School District","Jennings School","=""0511711""","Hispanic/Latino of any race","*",0.0,0.0,"*",0.0
"Fairfield School District","Jennings School","=""0511711""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","N/A","N/A"
"Fairfield School District","Jennings School","=""0511711""","Two or More Races","*","*","*","*","*"
"Fairfield School District","Jennings School","=""0511711""","White","*",0.0,3.0,3.8,"*"
"Fairfield School District","Mill Hill School","=""0510711""","Asian",0.0,"*","*","*","*"
"Fairfield School District","Mill Hill School","=""0510711""","Black or African American","*","*","*","*","*"
"Fairfield School District","Mill Hill School","=""0510711""","Hispanic/Latino of any race",0.0,"*",0.0,0.0,0.0
"Fairfield School District","Mill Hill School","=""0510711""","Native Hawaiian or Other Pacific Islander","N/A","N/A","*","*","N/A"
"Fairfield School District","Mill Hill School","=""0510711""","Two or More Races","*","*","*","*","*"
"Fairfield School District","Mill Hill School","=""0510711""","White",1.6,"*","*",1.9,"*"
"Fairfield School District","North Stratfield School","=""0511611""","Asian",0.0,"*","*",0.0,"*"
"Fairfield School District","North Stratfield School","=""0511611""","Black or African American","*","*","*","*","*"
"Fairfield School District","North Stratfield School","=""0511611""","Hispanic/Latino of any race","*",0.0,0.0,"*","*"
"Fairfield School District","North Stratfield School","=""0511611""","Two or More Races","*","*","*","*","*"
"Fairfield School District","North Stratfield School","=""0511611""","White","*","*","*","*",2.7
"Fairfield School District","Osborn Hill School","=""0511811""","American Indian or Alaska Native","N/A","N/A","*","N/A","N/A"
"Fairfield School District","Osborn Hill School","=""0511811""","Asian","*",0.0,0.0,0.0,"*"
"Fairfield School District","Osborn Hill School","=""0511811""","Black or African American","*","*","*","*","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Hispanic/Latino of any race","*","*","*","*","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Two or More Races","*","*","*","*","*"
"Fairfield School District","Osborn Hill School","=""0511811""","White",3.4,"*",3.6,2.7,2.9
"Fairfield School District","Sherman School","=""0511311""","American Indian or Alaska Native","N/A","*","*","*","*"
"Fairfield School District","Sherman School","=""0511311""","Asian","*","*","*","*","*"
"Fairfield School District","Sherman School","=""0511311""","Black or African American","*","*","*","*","*"
"Fairfield School District","Sherman School","=""0511311""","Hispanic/Latino of any race",0.0,0.0,0.0,0.0,0.0
"Fairfield School District","Sherman School","=""0511311""","Two or More Races","*","*","*","*","*"
"Fairfield School District","Sherman School","=""0511311""","White",2.3,0.0,2.3,2.2,3.4
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","Black or African American","N/A","N/A","N/A","*","*"
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","Two or More Races","N/A","N/A","N/A","*","*"
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","White","N/A","N/A","N/A",75.9,52.2
"Fairfield School District","Fairfield School/Community Partnership","=""0510511""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Fairfield School District","Fairfield School/Community Partnership","=""0510511""","White","N/A","N/A","N/A","N/A","*"
"Farmington School District","Farmington High School","=""0526111""","American Indian or Alaska Native","*","*","*","*","*"
"Farmington School District","Farmington High School","=""0526111""","Asian","*","*","*",3.6,"*"
"Farmington School District","Farmington High School","=""0526111""","Black or African American",16.9,24.7,15.7,28.2,17.3
"Farmington School District","Farmington High School","=""0526111""","Hispanic/Latino of any race",12.7,17.7,12.3,22.0,12.8
"Farmington School District","Farmington High School","=""0526111""","Two or More Races","*","*","*","*","*"
"Farmington School District","Farmington High School","=""0526111""","White",8.0,9.3,10.2,9.7,4.5
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","American Indian or Alaska Native","*","*","N/A","N/A","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Asian","*","*","*","*","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Black or African American","*",16.7,"*","*","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Hispanic/Latino of any race","*","*","*","*","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Two or More Races","*","*","*","*","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","White",6.1,5.3,3.6,1.8,4.5
"Farmington School District","Union School","=""0520111""","American Indian or Alaska Native","*","*","*","N/A","N/A"
"Farmington School District","Union School","=""0520111""","Asian","*","*",0.0,0.0,"*"
"Farmington School District","Union School","=""0520111""","Black or African American","*","*",0.0,"*","*"
"Farmington School District","Union School","=""0520111""","Hispanic/Latino of any race","*","*","*","*","*"
"Farmington School District","Union School","=""0520111""","Two or More Races","*","*","*","*","*"
"Farmington School District","Union School","=""0520111""","White",4.1,3.6,"*",2.9,4.0
"Farmington School District","West District School","=""0520311""","American Indian or Alaska Native","*","*","*","*","*"
"Farmington School District","West District School","=""0520311""","Asian","*","*",9.5,"*","*"
"Farmington School District","West District School","=""0520311""","Black or African American","*","*","*","*","*"
"Farmington School District","West District School","=""0520311""","Hispanic/Latino of any race","*","*","*","*",0.0
"Farmington School District","West District School","=""0520311""","Two or More Races","*","*","*","*","*"
"Farmington School District","West District School","=""0520311""","White",3.4,3.0,3.2,2.7,"*"
"Farmington School District","East Farms School","=""0520411""","Asian","*","*","*","*",6.7
"Farmington School District","East Farms School","=""0520411""","Black or African American","*","*","*","*","*"
"Farmington School District","East Farms School","=""0520411""","Hispanic/Latino of any race","*","*","*","*",0.0
"Farmington School District","East Farms School","=""0520411""","Two or More Races","*","*","*","*","*"
"Farmington School District","East Farms School","=""0520411""","White",2.4,3.7,2.8,2.2,"*"
"Farmington School District","Noah Wallace School","=""0520211""","Asian","*",9.7,"*","*","*"
"Farmington School District","Noah Wallace School","=""0520211""","Black or African American","*","*","*","*","*"
"Farmington School District","Noah Wallace School","=""0520211""","Hispanic/Latino of any race","*","*","*","*","*"
"Farmington School District","Noah Wallace School","=""0520211""","Two or More Races","*","*","*","*","*"
"Farmington School District","Noah Wallace School","=""0520211""","White","*",3.0,4.5,3.0,"*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","American Indian or Alaska Native","N/A","N/A","*","*","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Asian","*","*","*","*","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Black or African American","*","*","*","*",0.0
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Hispanic/Latino of any race","*","*","*","*","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Two or More Races","N/A","N/A","*","*","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","White",3.5,5.6,4.3,3.0,3.7
"Farmington School District","Farmington Alternative High School","=""0520611""","Black or African American","N/A","N/A","N/A","*","*"
"Farmington School District","Farmington Alternative High School","=""0520611""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Farmington School District","Farmington Alternative High School","=""0520611""","White","N/A","N/A","N/A","*","*"
"Franklin School District","Franklin Elementary School","=""0530111""","American Indian or Alaska Native","*","*","*","N/A","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Asian","*","*","*","*","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Black or African American","N/A","N/A","N/A","*","N/A"
"Franklin School District","Franklin Elementary School","=""0530111""","Hispanic/Latino of any race","*","*","*","*","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Two or More Races","*","*","*","*","*"
"Franklin School District","Franklin Elementary School","=""0530111""","White","*",9.6,"*",5.0,"*"
"Glastonbury School District","Gideon Welles School","=""0540811""","American Indian or Alaska Native","*","*","N/A","*","N/A"
"Glastonbury School District","Gideon Welles School","=""0540811""","Asian","*","*","*","*","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Black or African American","*","*","*","*","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Hispanic/Latino of any race","*","*","*","*","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","N/A","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Two or More Races","*","*","*","*","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","White",2.3,2.4,"*",1.5,"*"
"Glastonbury School District","Glastonbury High School","=""0546111""","American Indian or Alaska Native","*","*","*","*","*"
"Glastonbury School District","Glastonbury High School","=""0546111""","Asian","*",0.0,"*","*","*"
"Glastonbury School District","Glastonbury High School","=""0546111""","Black or African American",7.7,"*","*",10.8,8.0
"Glastonbury School District","Glastonbury High School","=""0546111""","Hispanic/Latino of any race",4.9,7.3,7.3,5.1,5.2
"Glastonbury School District","Glastonbury High School","=""0546111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","*","*","*"
