"Chronic Absenteeism, 2014-15"
", All Schools, English Learner Status"

"District","District Code","School","School Code","English Learner Status","% Chronically Absent"
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""","Non-ELL",5.1
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","ELL",23.1
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","Non-ELL",22.1
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","ELL",31.8
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","Non-ELL",21.6
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","ELL",56.0
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","Non-ELL",31.4
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELL",24.2
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-ELL",14.6
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","ELL","*"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Non-ELL","*"
"Hartford School District","=""0640011""","West Middle School","=""0642111""","ELL",21.1
"Hartford School District","=""0640011""","West Middle School","=""0642111""","Non-ELL",20.2
"Hartland School District","=""0650011""","Hartland School","=""0650111""","Non-ELL",3.2
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","Non-ELL","*"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","ELL","*"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","Non-ELL","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Non-ELL",6.6
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","ELL","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","Non-ELL","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","ELL",25.8
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","Non-ELL",10.4
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Non-ELL",7.9
"Kent School District","=""0680011""","Kent Center School","=""0680111""","ELL","*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","Non-ELL","*"
"Kent School District","=""0680011""","LEAPSS","=""0680211""","Non-ELL","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Non-ELL","*"
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","ELL","*"
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","Non-ELL","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELL","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-ELL","*"
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","ELL","*"
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","Non-ELL","*"
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","ELL",0.0
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","Non-ELL",4.8
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","ELL","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-ELL","*"
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","ELL","*"
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","Non-ELL","*"
"Learn","=""2450014""","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""","Non-ELL",19.5
"Learn","=""2450014""","LEARN ABA Program at Center School","=""2451214""","Non-ELL","*"
"Learn","=""2450014""","LEARN Haynes Elementary Intensive Program","=""2451114""","Non-ELL","*"
"Learn","=""2450014""","LEARN High School ABA at MS","=""2450614""","Non-ELL","*"
"Learn","=""2450014""","LEARN Kelly Middle School Intensive Program","=""2450914""","Non-ELL","*"
"Learn","=""2450014""","LEARN Ledyard RICHES Program","=""2450714""","Non-ELL","*"
"Learn","=""2450014""","LEARN SAILS Middle School Program","=""2450814""","Non-ELL","*"
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","Non-ELL","*"
"Learn","=""2450014""","LEARN STS 18-21 Year Old Program","=""2450414""","Non-ELL","*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""","Non-ELL","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","ELL","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-ELL","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","ELL","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","Non-ELL","*"
"Learn","=""2450014""","The Friendship School","=""2450214""","ELL","*"
"Learn","=""2450014""","The Friendship School","=""2450214""","Non-ELL","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-ELL","*"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","ELL","*"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","Non-ELL","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","ELL","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","Non-ELL","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-ELL",19.8
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","ELL","*"
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","Non-ELL","*"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","ELL","*"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","Non-ELL","*"
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","ELL","*"
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","Non-ELL","*"
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","ELL","*"
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","Non-ELL","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","ELL","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-ELL","*"
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","ELL","*"
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","Non-ELL","*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","ELL","*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","Non-ELL","*"
"Litchfield School District","=""0740011""","Center School","=""0740211""","Non-ELL",2.4
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","ELL","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-ELL","*"
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","Non-ELL",4.7
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","ELL","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-ELL","*"
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","ELL","*"
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Non-ELL","*"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","ELL","*"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Non-ELL","*"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","ELL","*"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Non-ELL","*"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","ELL","*"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Non-ELL","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","ELL","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Non-ELL","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Non-ELL",60.7
"Manchester School District","=""0770011""","Bowers School","=""0770111""","ELL","*"
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Non-ELL","*"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","ELL","*"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Non-ELL","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","ELL","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","Non-ELL","*"
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","ELL","*"
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Non-ELL","*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","ELL","*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","Non-ELL","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","ELL","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Non-ELL","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELL",26.7
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-ELL",17.2
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","ELL","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Non-ELL","*"
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","ELL","*"
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","Non-ELL","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","ELL","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Non-ELL","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","ELL","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Non-ELL","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","ELL",25.8
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Non-ELL",8.5
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","ELL","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Non-ELL","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","ELL",0.0
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Non-ELL",6.6
"Manchester School District","=""0770011""","Washington School","=""0771411""","ELL","*"
"Manchester School District","=""0770011""","Washington School","=""0771411""","Non-ELL",14.5
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","ELL","*"
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","Non-ELL","*"
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","ELL","*"
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","Non-ELL","*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","ELL","*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Non-ELL","*"
